obs_id,true_value,meas_value,corr_value,diff(%)
17,-2.44426  9.15627 -1.14015 -1.15199,-2.71219   9.2287 -1.12756 -1.16684,-2.61547  9.24638 -1.13241   -1.165,  7.00467  0.984122 -0.678868   1.12893
18,  22.0544   14.6933   0.96444 -0.630509,  22.3358   15.0605   0.98029 -0.597267,  22.2506   15.0179   0.97021 -0.602421, 0.88945  2.20891 0.598315 -4.45487
19, 16.4908  8.69038  1.18179 -0.64807,  16.5304   8.82176   1.15088 -0.598271,  16.5184   8.77269   1.14461 -0.614557,0.167072  0.94707 -3.14542 -5.17127
20, -1.64505   2.17306 -0.788974 -0.780877, -1.45613   2.49619 -0.849409 -0.722314, -1.55483   2.41152 -0.830842  -0.74561,-5.48412   10.973  5.30667 -4.51622
21,  -1.8686  -3.30666 -0.659473 -0.991615, -1.75567  -3.60792 -0.634388 -0.904737, -1.71343  -3.55561 -0.644248 -0.911594,-8.30366  7.52889 -2.30867 -8.06973
22, 19.2192  6.74987 0.692302 -1.19072, 19.0893   6.0435  0.68569 -1.14227, 19.0918  6.27679 0.691553  -1.1702,-0.662855  -7.00864 -0.108189  -1.72358
24, 2.95463  11.4811 -1.08467 -1.03876,   3.4138   11.6164  -1.10782 -0.954641, 3.26033  11.5248 -1.12234 -1.01414, 10.3464 0.380179  3.47224    -2.37
1,  15.4704   14.0875   0.81513 -0.615168,  15.6996   14.2044  0.842103 -0.582968,   15.657   14.1908  0.840629 -0.606154, 1.20616 0.733371   3.1282 -1.46519
4, 25.2775  10.9142  1.19331 -0.90761, 25.2422  11.0603  1.20641 -0.84867, 25.2575  11.0566  1.19833 -0.87401,-0.0794856    1.30459   0.420519   -3.70202
5,  7.63897   -2.6767 -0.795208  -1.16552, 7.59851 -3.08434 -0.83335 -1.14095,  7.53125  -3.06198 -0.807335  -1.16643, -1.41017   14.3938   1.52498 0.0784384
6,  10.8731  -5.84184  0.946999 -0.951825,   10.764  -6.15272   0.94268 -0.957813,  10.7687  -6.07792  0.958347 -0.973278,-0.960237   4.04126   1.19834   2.25393
7,-2.69719  10.2695 -1.09047 -1.13779,-2.42273  10.2448 -1.13216 -1.15121,-2.47994  10.2856 -1.11419  -1.1561,-8.05474  0.15643  2.17511  1.60929
8, 14.0731  18.3813 0.705534 0.888365,  14.048  18.3148   0.7343 0.801711, 14.0392  18.3337 0.730834 0.838812,-0.240975 -0.259176   3.58592  -5.57807
11, 23.6382 -2.03741 0.767652 -1.02234, 23.3526 -1.81271 0.778411 -1.04737, 23.4607   -1.855 0.769925 -1.04366,-0.751135  -8.95279  0.296085   2.08535
12,  8.11445   12.6669  -1.15554 -0.976513,  7.91206    12.239  -1.17366 -0.960592,  7.98341   12.4062  -1.16508 -0.947216,-1.61486 -2.05785 0.825897 -3.00021
13, 14.1489  28.0037 0.997106  1.19529,14.3995 27.7096 0.99821 1.14947, 14.3919   27.723 0.998446  1.16182, 1.71746 -1.00215 0.134374 -2.79985
14,  9.01375   1.47842  0.812975 -0.866144,  9.26618   1.37943  0.850324 -0.860101,  9.18199   1.40547  0.822232 -0.853328,  1.8665 -4.93422  1.13872 -1.47969
15, 0.998555   12.6436 -0.624999 -0.719579,  1.06835   12.8326 -0.630096 -0.788102,   1.0138   12.7712 -0.631886 -0.765233,1.52652 1.00913 1.10205 6.34453
17,-2.48226  9.11787 -1.14015 -1.15199,-2.56016  9.11078 -1.13368 -1.11373,-2.58112  9.13266 -1.13319 -1.13333,  3.98232  0.162215 -0.611054  -1.62046
18,  22.0866   14.6723   0.96444 -0.630509,  21.9102   14.8396  0.918716 -0.584835,   21.994   14.8753  0.938337 -0.591573,-0.419008   1.38342  -2.70651  -6.17538
19, 16.5302  8.66878  1.18179 -0.64807,  16.2632   8.81803   1.19866 -0.618447,  16.3293    8.8032   1.17798 -0.616953, -1.21531   1.55059 -0.322367   -4.8016
20, -1.67135   2.14704 -0.788974 -0.780877, -1.53819   2.21041 -0.772359 -0.841141, -1.54806    2.2499 -0.794692 -0.804674,-7.37649  4.79122 0.724768  3.04755
21, -1.89058  -3.33971 -0.659473 -0.991615,  -1.9084  -3.18453 -0.593454 -0.980211, -1.86924  -3.27505 -0.612878  -0.95395,-1.12857 -1.93603 -7.06543 -3.79839
22, 19.2423  6.71018 0.692302 -1.19072, 19.2885  6.58084 0.780633 -1.21715, 19.2496  6.50351  0.74663 -1.19917,0.0379343   -3.0799   7.84737  0.709677
24, 2.91847  11.4465 -1.08467 -1.03876, 2.98016  11.5345 -1.08086 -1.10692,  3.0349  11.5245 -1.09674 -1.07147, 3.98921 0.681899  1.11203  3.14954
1,  15.4976    14.067   0.81513 -0.615168,  15.4596   14.0595  0.799472 -0.563762,  15.5102   14.0846  0.815163 -0.579969, 0.0818382   0.125442 0.00408026   -5.72182
4, 25.3173   10.884  1.19331 -0.90761,   25.439   10.5482   1.23594 -0.944074,  25.4072   10.6559   1.22159 -0.917374,0.355067 -2.09501  2.36978  1.07581
5,  7.61247  -2.71555 -0.795208  -1.16552,  7.54943   -2.6422 -0.844325  -1.10703, 7.53921 -2.74535 -0.83019 -1.12966,-0.962367   1.09753   4.39907   -3.0767
6,  10.9046  -5.87356  0.946999 -0.951825,  10.8943  -5.68218   1.02489 -0.937429,  10.8733  -5.77852  0.999487 -0.951067, -0.287301   -1.61822    5.54258 -0.0796232
7,-2.73354  10.2316 -1.09047 -1.13779,-3.17059  9.95959 -1.06414 -1.14759,-3.02336  10.0243 -1.08334 -1.15088,  10.6025  -2.02572 -0.653838   1.15014
8, 14.0966  18.4109 0.705534 0.888365, 14.0988  18.3336 0.718606 0.863099, 14.0908    18.34 0.723281 0.853818,-0.0412004  -0.385232     2.5154   -3.88885
11, 23.6638 -2.07149 0.767652 -1.02234, 23.8047 -2.74855 0.741145 -1.01281,  23.733 -2.55514 0.752179 -1.02471,0.292343  23.3484 -2.01564 0.231273
12,  8.07593   12.6343  -1.15554 -0.976513, 7.84503  12.0538 -1.16925 -0.88151,  7.86743   12.1261  -1.16767 -0.906649,-2.58176 -4.02213  1.05011 -7.15444
13, 14.1821  28.0435 0.997106  1.19529,14.2433 27.9986 1.06215 1.15867,14.2844 27.9452 1.03779  1.1599, 0.721316 -0.350414   4.08053  -2.96039
14,  9.04085   1.44955  0.812975 -0.866144,  8.88583   1.18566  0.849345 -0.938911,  8.95873   1.22858  0.838947 -0.906245,-0.908279  -15.2438   3.19468   4.62989
15, 0.977722   12.6196 -0.624999 -0.719579, 0.886173   12.4296 -0.620993 -0.809261, 0.910186   12.5007 -0.625167 -0.792485, -6.90746 -0.942608 0.0270081   10.1317
17,-2.52027  9.07947 -1.14015 -1.15199,-2.17719      9.4 -1.08978 -1.12874,-2.27655  9.33132  -1.1063 -1.13045,-9.67041  2.77375 -2.96895 -1.87017
18,  22.1187   14.6513   0.96444 -0.630509,  22.2755   14.7222  0.987035 -0.615833,  22.2193   14.7522  0.968466 -0.606584,0.454677 0.688551 0.417487  -3.7946
19, 16.5696  8.64718  1.18179 -0.64807,  16.2265   8.79296    1.1347 -0.673882,  16.2584   8.79052   1.15121 -0.652136,-1.87844  1.65771 -2.58709 0.627271
20, -1.69764   2.12101 -0.788974 -0.780877, -1.48433   1.91015  -0.78849 -0.750183, -1.50463   1.98071 -0.790847 -0.771037,-11.3694 -6.61439  0.23746 -1.26003
21, -1.91256  -3.37276 -0.659473 -0.991615,  -2.2265  -3.27284 -0.578733  -1.02122,  -2.1506  -3.28063 -0.591819 -0.995517, 12.4461 -2.73171 -10.2588 0.393543
22, 19.2654  6.67049 0.692302 -1.19072, 19.1898   6.3575 0.665596 -1.16496, 19.2087  6.38144 0.696537 -1.17804,-0.294002  -4.33315  0.611723  -1.06496
24, 2.88232  11.4119 -1.08467 -1.03876, 2.94832  11.2851 -1.09477 -1.07913, 2.95958  11.3309 -1.09553 -1.07623,  2.68073 -0.709223   1.00047   3.60764
1,  15.5247   14.0465   0.81513 -0.615168,  15.4651   13.9394  0.763264 -0.610809,  15.4813   13.9677  0.783078 -0.599046,-0.279608 -0.561051  -3.93209  -2.62078
4, 25.3571  10.8537  1.19331 -0.90761,  25.2153   10.9159   1.13798 -0.874251,  25.2675   10.8505   1.16988 -0.890685, -0.353216 -0.0290837   -1.96337   -1.86479
5,  7.58596   -2.7544 -0.795208  -1.16552,   7.8771  -3.04061 -0.773925  -1.12451,   7.7949   -2.9826 -0.795369  -1.12651,  2.75431    8.2849 0.0202678  -3.34694
6,  10.9362  -5.90529  0.946999 -0.951825,  11.3641  -6.04403  0.926252 -0.928235,   11.261  -5.99134  0.954284 -0.936986, 2.96935   1.4572 0.769329 -1.55895
7,-2.76989  10.1937 -1.09047 -1.13779,-2.97078  10.4099  -1.1392 -1.13531,-2.99085  10.3145 -1.11785  -1.1412, 7.97748  1.18545  2.51079 0.299544
8, 14.1202  18.4405 0.705534 0.888365, 14.6235  18.6598 0.777512 0.900112, 14.5091  18.5943 0.756863 0.882467,  2.75475  0.834049   7.27522 -0.663996
11, 23.6894 -2.10556 0.767652 -1.02234, 23.6138 -2.13714  0.76363 -1.03072, 23.6463 -2.23896 0.759237 -1.02836,-0.182036   6.33525   -1.0962  0.588979
12,  8.03742   12.6018  -1.15554 -0.976513,   8.4046   12.6986  -1.11262 -0.917208,    8.275   12.5629  -1.13357 -0.913097,  2.95602 -0.308622  -1.90052  -6.49411
13, 14.2153  28.0833 0.997106  1.19529,13.9469 28.1685 1.00802 1.20494,14.0307  28.127 1.01935 1.18776, -1.29915  0.155531   2.23051 -0.629922
14,  9.06795   1.42068  0.812975 -0.866144,  9.18289   1.33703  0.799409 -0.831645,  9.13864   1.30596  0.814536 -0.860122,0.779582 -8.07516 0.192068 -0.69527
15, 0.956888   12.5957 -0.624999 -0.719579, 0.652594   12.6745 -0.553146 -0.703409, 0.706037   12.6296 -0.580686 -0.737407,-26.2153 0.269718 -7.09002  2.47753
17,-2.55827  9.04107 -1.14015 -1.15199, -2.5511  9.29163 -1.15391 -1.20369,-2.49768  9.29194 -1.13576 -1.17571, -2.36858   2.77474 -0.385381   2.05903
18,  22.1509   14.6303   0.96444 -0.630509,   22.575   14.5927  0.935024 -0.648402,  22.5021   14.6239  0.947839 -0.632447,  1.58556 -0.043335  -1.72125  0.307302
19,  16.609  8.62558  1.18179 -0.64807,  16.9215    8.7158   1.21678 -0.734689,   16.781   8.72757   1.19181 -0.703163, 1.03546  1.18246 0.848435  8.50107
20, -1.72394   2.09498 -0.788974 -0.780877, -2.03424   2.23722 -0.839403 -0.786896, -1.92103   2.17365 -0.820921 -0.780802,    11.4322     3.75542     4.04926 -0.00950314
21, -1.93454  -3.40582 -0.659473 -0.991615, -1.77645  -3.58657 -0.685688  -1.01131, -1.86531  -3.52519 -0.649782  -1.00531,-3.57887  3.50509 -1.46943  1.38123
22, 19.2885   6.6308 0.692302 -1.19072,  19.353   6.5901 0.756108 -1.17135, 19.3259  6.53429 0.733369 -1.17388,0.194063 -1.45538  5.93196 -1.41464
24, 2.84616  11.3772 -1.08467 -1.03876, 2.57756  11.2824 -1.04456 -1.04217, 2.65545  11.2853 -1.06407 -1.05518, -6.70063 -0.807702  -1.89958   1.58117
1,  15.5519    14.026   0.81513 -0.615168,  15.7424   14.2111   0.76629 -0.610794,  15.6895   14.1518  0.772733 -0.606273,0.884472 0.897018 -5.20127 -1.44596
4, 25.3969  10.8235  1.19331 -0.90761,  25.2291   11.1232   1.22502 -0.851461,  25.2467   11.0552   1.20395 -0.866404,-0.591463   2.14133  0.891227  -4.54004
5,  7.55945  -2.79325 -0.795208  -1.16552, 7.48747 -2.86944 -0.86484 -1.15364,  7.55059  -2.90342 -0.838341  -1.14326,-0.117269   3.94422   5.42409  -1.91017
6,  10.9678  -5.93702  0.946999 -0.951825, 10.8883 -5.71921 0.924357 -1.02209,  10.9793  -5.78768  0.935736 -0.989542,0.105291  -2.5154 -1.18927  3.96255
7,-2.80624  10.1557 -1.09047 -1.13779,-2.84394   10.365   -1.152 -1.22153,-2.88548  10.3449 -1.13893 -1.19084, 2.8237 1.86305 4.44415 4.66208
8, 14.1437  18.4701 0.705534 0.888365,  14.175  18.3598 0.737753 0.898628, 14.2559  18.4193 0.745006 0.892421, 0.793252 -0.275216   5.59465  0.456472
11,  23.715 -2.13964 0.767652 -1.02234, 23.5347   -2.542 0.655781 -1.02279, 23.5653 -2.48148  0.69528 -1.02496,-0.631223   15.9762  -9.42771   0.25569
12,   7.9989   12.5692  -1.15554 -0.976513,  8.14302   12.3981   -1.1259 -0.979937,  8.16424   12.4282  -1.12884 -0.954424,  2.0671 -1.12181 -2.31009 -2.26205
13, 14.2486  28.1232 0.997106  1.19529,14.3267    27.9 1.01118 1.23691,14.2677 27.9602 1.01433  1.2181, 0.134257 -0.579729    1.7275   1.90879
14,  9.09505   1.39181  0.812975 -0.866144,  9.59231   1.56305  0.826442 -0.927804,  9.49631   1.49858  0.821949 -0.901915,4.41182  7.6717 1.10391 4.12988
15, 0.936055   12.5717 -0.624999 -0.719579,  1.19405    12.453 -0.586101 -0.633499,  1.07981   12.4874 -0.583967 -0.673208,  15.3572 -0.670184  -6.56501   -6.4442
17,-2.59628  9.00268 -1.14015 -1.15199,-3.07311  9.06121 -1.09089 -1.19492,-2.95199  9.10429  -1.1081 -1.18761, 13.7007  1.12877 -2.81144  3.09162
18,   22.183   14.6093   0.96444 -0.630509, 22.8076  14.2584 0.980789 -0.65181,   22.746   14.3359  0.968239 -0.644458, 2.53773  -1.8712 0.393891  2.21238
19, 16.6484  8.60397  1.18179 -0.64807,  16.5848   8.69934    1.2068 -0.659531,  16.6379    8.7005   1.20105 -0.676198,-0.0629428    1.12192    1.62976    4.34021
20, -1.75024   2.06895 -0.788974 -0.780877, -1.56856   2.13832 -0.832917 -0.722625,  -1.6541   2.14053 -0.828286 -0.744848,-5.49297  3.45985  4.98275 -4.61388
21, -1.95653  -3.43887 -0.659473 -0.991615, -1.91866  -3.31051 -0.560076  -1.00964, -1.91135   -3.3664 -0.594345  -1.00795,-2.30907 -2.10742 -9.87574  1.64775
22, 19.3115   6.5911 0.692302 -1.19072, 19.3849  6.49184 0.730938 -1.17928, 19.3771  6.49258 0.731871 -1.17721, 0.33974 -1.49479  5.71556 -1.13433
24, 2.81001  11.3426 -1.08467 -1.03876, 2.81815  11.1894 -1.08022 -1.00069,  2.7735  11.2032 -1.07403 -1.02151, -1.29895  -1.22906 -0.981646  -1.65986
1,  15.5791   14.0055   0.81513 -0.615168,  15.5153    13.575  0.859141 -0.602494,  15.5605   13.7003   0.82611 -0.604009,-0.119192  -2.17876   1.34704  -1.81392
4, 25.4367  10.7932  1.19331 -0.90761,  25.2627   10.6282   1.19411 -0.883958,  25.2681   10.7178   1.19787 -0.877304,-0.662471 -0.698538  0.381529  -3.33905
5,  7.53294   -2.8321 -0.795208  -1.16552, 7.47045  -2.7766  -0.7529 -1.10878,  7.48237  -2.81367 -0.785542  -1.12193,-0.671388  -0.65077  -1.21552  -3.74007
6,  10.9993  -5.96875  0.946999 -0.951825, 11.4748 -6.18708 0.922744 -0.97823,  11.3703  -6.10456  0.927767 -0.982598,  3.3723  2.27543 -2.03083  3.23306
7,-2.84259  10.1178 -1.09047 -1.13779,-2.88289  9.81922 -1.18871 -1.04585,-2.89212  9.92892 -1.16969 -1.10129, 1.74244 -1.86681  7.26491 -3.20803
8, 14.1672  18.4997 0.705534 0.888365,  14.455  19.0285 0.655391 0.873683, 14.4156   18.898 0.689644 0.880915,  1.75339   2.15292  -2.25225 -0.838664
11, 23.7406 -2.17372 0.767652 -1.02234,  23.6492  -2.11381  0.824079 -0.977231,  23.6357  -2.20419   0.77489 -0.995409,-0.441612   1.40161  0.942824  -2.63447
12,  7.96038   12.5367  -1.15554 -0.976513, 8.09568  12.6741 -1.20591 -1.04608,  8.1025  12.6114 -1.17648 -1.01104, 1.78531 0.596228  1.81238  3.53526
13, 14.2818   28.163 0.997106  1.19529,14.4757 28.3103 0.98345 1.26679, 14.4364  28.2407 0.995268  1.24823,  1.08236  0.275899 -0.184372   4.42934
14,  9.12215   1.36293  0.812975 -0.866144,  9.2921  1.27987 0.864874 -0.96028,  9.34433   1.32223  0.848448 -0.938011, 2.43558 -2.98654  4.36339  8.29734
15, 0.915222   12.5477 -0.624999 -0.719579,  1.24559   12.5988 -0.598396 -0.701067,  1.20386   12.5686 -0.592861 -0.690408, 31.5371 0.166829 -5.14211 -4.05387
17,-2.63428  8.96428 -1.14015 -1.15199, -2.6643  9.25212 -1.18821 -1.10477,-2.73754  9.21008 -1.15757 -1.13639, 3.91983  2.74209  1.52716 -1.35455
18,  22.2152   14.5882   0.96444 -0.630509,  22.3029   14.7795  0.910457 -0.554559,  22.4098   14.6749  0.932466 -0.588838,  0.8763 0.594356 -3.31522 -6.60915
19, 16.6878  8.58237  1.18179 -0.64807,  16.8248   8.55442    1.1554 -0.693117, 16.7917   8.5822  1.17286 -0.68667,   0.622433 -0.00197794   -0.755633     5.95613
20, -1.77654   2.04292 -0.788974 -0.780877, -1.54655   1.80595 -0.843193  -0.79522, -1.57701   1.87559 -0.837482 -0.776019, -11.2316  -8.19046   6.14828 -0.622001
21, -1.97851  -3.47192 -0.659473 -0.991615, -2.45866   -3.2437 -0.598349  -1.05818, -2.33991  -3.27899 -0.596888  -1.03898, 18.2661   -5.557 -9.49019  4.77616
22, 19.3346  6.55141 0.692302 -1.19072, 19.4003  6.51481 0.738435 -1.23567, 19.4006  6.50086 0.735928 -1.21333,  0.34113 -0.771684   6.30151   1.89918
24, 2.77385   11.308 -1.08467 -1.03876, 2.58346  11.1555 -1.15095 -1.11032, 2.61804  11.1584 -1.12159  -1.0764,-5.61707 -1.32287  3.40337  3.62407
1,  15.6062    13.985   0.81513 -0.615168, 16.3754   14.194  0.72166 -0.66279,  16.1979   14.0782  0.761658 -0.640271, 3.79142 0.666633 -6.55989  4.08079
4, 25.4764  10.7629  1.19331 -0.90761, 25.3741  10.9538  1.21656 -0.91802,  25.3593    10.894   1.20943 -0.902434,-0.459842   1.21733   1.35025 -0.570297
5,  7.50644  -2.87095 -0.795208  -1.16552,  7.65749  -3.04176 -0.824782   -1.1564,  7.61209   -2.9989 -0.809768  -1.14326,  1.4075  4.45654  1.83092 -1.91011
6,  11.0309  -6.00047  0.946999 -0.951825,  10.9667  -6.33529  0.900935 -0.950078,  11.0645  -6.29065  0.911127 -0.962525,0.304191  4.83593 -3.78788  1.12417
7,-2.87893  10.0799 -1.09047 -1.13779,-2.40385  10.0181 -1.11146  -1.2084,-2.52245  9.98958 -1.13364 -1.16747, -12.3827 -0.895812   3.95858   2.60869
8, 14.1907  18.5293 0.705534 0.888365, 14.1497  18.9844 0.768779 0.920529, 14.2149  18.9716 0.738514 0.905405,0.170598  2.38696   4.6745   1.9181
11, 23.7662  -2.2078 0.767652 -1.02234,  23.4442  -2.04003  0.777256 -0.984334,  23.4932  -2.08444  0.776324 -0.988538,-1.14877 -5.58751  1.12961 -3.30647
12,  7.92186   12.5041  -1.15554 -0.976513,  8.31631   12.1627  -1.17845 -0.939546,  8.25934   12.2563  -1.17766 -0.966906,  4.26009  -1.98196   1.91481 -0.983802
13,  14.315  28.2029 0.997106  1.19529,14.5027 28.2764 1.06177 1.18763,14.4954 28.2776 1.03637 1.21078, 1.25973 0.265074  3.93792  1.29607
14,  9.14925   1.33406  0.812975 -0.866144,  9.32867   1.32965   0.71697 -0.919284,  9.33831   1.32098  0.767185 -0.926432,  2.06639 -0.980937  -5.63242   6.96051
15, 0.894388   12.5237 -0.624999 -0.719579, 0.905647   12.6084  -0.64268 -0.682622, 0.968242   12.5943 -0.623686 -0.685588, 8.25742   0.5634 -0.20998 -4.72372
16, 16.7335  28.4037 0.992117 0.773403, 17.3176  28.4957  1.01207 0.732399, 17.0718  28.0909  1.01161 0.732566, 2.02175 -1.10133  1.96459 -5.28021
17,-2.67229  8.92588 -1.14015 -1.15199,-2.58445  8.70775  -1.1933 -1.19892,-2.62767  8.81219 -1.17963  -1.1751,-1.66965 -1.27361  3.46225  2.00556
18,  22.2473   14.5672   0.96444 -0.630509,  22.5035   14.4058   0.93025 -0.705974,  22.4894   14.4618  0.931104 -0.661264,  1.08819 -0.723811  -3.45644   4.87779
19, 16.7272  8.56077  1.18179 -0.64807, 16.7353  8.73554  1.16699 -0.67031,  16.7568    8.6959   1.16922 -0.676537, 0.17665  1.57847 -1.06334  4.39244
20, -1.80284   2.01689 -0.788974 -0.780877, -1.85351    2.2038 -0.850636 -0.744328, -1.79756   2.12414 -0.845644 -0.756387,-0.29274  5.31777  7.18278 -3.13613
21, -2.00049  -3.50498 -0.659473 -0.991615, -1.79036  -3.85015 -0.696836   -0.9915, -1.91876  -3.72926 -0.658585   -1.0097, -4.08539     6.399 -0.134579   1.82416
22, 19.3577  6.51172 0.692302 -1.19072, 19.5869  6.30835 0.662979 -1.17335, 19.5503  6.34267 0.690864 -1.18864, 0.995162  -2.59618 -0.207793 -0.174561
24, 2.73769  11.2734 -1.08467 -1.03876, 2.50534  11.0485 -1.03639  -1.1565, 2.52246   11.065 -1.06894 -1.12592,-7.86192 -1.84811 -1.45046  8.39093
1,  15.6334   13.9644   0.81513 -0.615168, 15.5214  14.1894 0.908495 -0.60894,  15.6797   14.1596  0.852318 -0.620891, 0.29627  1.39743  4.56217 0.930276
4, 25.5162  10.7327  1.19331 -0.90761,  25.6388   10.6594   1.18094 -0.911377,  25.5849   10.7054   1.19185 -0.907987, 0.269251 -0.254389 -0.122505 0.0415704
5,  7.47993   -2.9098 -0.795208  -1.16552,  7.35049  -2.51165 -0.868505  -1.15013,  7.4032 -2.62995  -0.8461 -1.14743,-1.02587  -9.6177  6.39979 -1.55174
6,  11.0625   -6.0322  0.946999 -0.951825,  10.8921  -6.19877  0.971898 -0.947758,  10.9379  -6.22665  0.948659 -0.953382,-1.12618  3.22349 0.175371 0.163624
7,-2.91528   10.042 -1.09047 -1.13779,-2.80475   9.6637 -1.06144 -1.09096,-2.74956  9.72846 -1.08905 -1.12022,  -5.6846  -3.12179 -0.130287  -1.54444
8, 14.2142   18.559 0.705534 0.888365, 13.8063  18.8334 0.751679 0.839911, 13.9039  18.8712 0.746594 0.864906,-2.18339  1.68234  5.81974 -2.64078
11, 23.7918 -2.24188 0.767652 -1.02234, 23.9981 -2.26632 0.805595 -1.02862, 23.8903 -2.23287 0.794476 -1.01333, 0.414262 -0.401867   3.49424 -0.881364
12,  7.88334   12.4716  -1.15554 -0.976513,  8.02967   12.6818  -1.16688 -0.997608,  8.07257   12.5787  -1.17102 -0.985822, 2.40027 0.858979  1.34008 0.953234
13, 14.3483  28.2427 0.997106  1.19529,14.0998 28.1517 1.05049 1.16395,14.1967  28.189 1.04504 1.18181, -1.05643 -0.190048    4.8074  -1.12721
14,  9.17635   1.30519  0.812975 -0.866144,  9.03465   1.39208  0.804762 -0.855808,  9.10885   1.36925  0.790366 -0.882771,-0.735599   4.90809  -2.78097   1.91969
15, 0.873555   12.4997 -0.624999 -0.719579, 0.954332   12.1199  -0.63698 -0.747341, 0.952757   12.2215 -0.631901 -0.723812, 9.06664 -2.22602  1.10442 0.588228
16, 16.7666  28.4295 0.992117 0.773403, 16.5494  28.6517 0.989098 0.756643, 16.6689  28.5364 0.996514 0.748701,-0.582764  0.376109  0.443233  -3.19397
17, -2.7103  8.88748 -1.14015 -1.15199,-2.39816  9.05939  -1.2352 -1.14073, -2.4588  8.99498 -1.21394 -1.15382,-9.27942   1.2096  6.47166 0.158481
18,  22.2795   14.5462   0.96444 -0.630509,  22.4776   14.4044  0.961875 -0.670355,  22.4873   14.4123  0.950116 -0.666887, 0.932945 -0.920454  -1.48516   5.76969
19, 16.7666  8.53917  1.18179 -0.64807,  16.8021   8.56858   1.17415 -0.592347,  16.8007   8.59233   1.17227 -0.624518, 0.203173  0.622629 -0.805565  -3.63421
20, -1.82914   1.99086 -0.788974 -0.780877, -1.80291   2.41082 -0.760105 -0.774156, -1.80789   2.34056 -0.792775 -0.767329,-1.16188  17.5654 0.481869 -1.73493
21, -2.02247  -3.53803 -0.659473 -0.991615, -1.79875  -4.04453 -0.667352 -0.975511, -1.83073  -3.98106 -0.663985 -0.988608, -9.48057    12.522  0.684212 -0.303254
22, 19.3808  6.47203 0.692302 -1.19072, 19.3964  6.37598 0.760426  -1.1594, 19.4364  6.35962 0.733833 -1.17056,0.286957 -1.73691  5.99885 -1.69332
24, 2.70154  11.2387 -1.08467 -1.03876,  2.4764  11.2839  -1.0546 -1.02349, 2.47878  11.2264 -1.06008 -1.06258, -8.24568 -0.109855  -2.26722    2.2935
1,  15.6606   13.9439   0.81513 -0.615168,  15.5072   14.1913  0.827948 -0.637432,  15.5524   14.1794  0.837231 -0.631107,-0.690877   1.68883   2.71129   2.59103
4,  25.556  10.7024  1.19331 -0.90761,  25.6922   10.8629   1.24104 -0.955536,  25.6771   10.8205   1.22226 -0.937349,0.473889  1.10329  2.42562  3.27669
5,  7.45342  -2.94865 -0.795208  -1.16552,    7.341  -3.37921 -0.728289  -1.18115,  7.34889  -3.21919 -0.773293  -1.16836,-1.40256  9.17504 -2.75584 0.243723
6,   11.094  -6.06393  0.946999 -0.951825,  11.3165  -6.26244  0.971593 -0.871579,  11.2384  -6.26138  0.962878 -0.902826, 1.30147  3.25614  1.67682 -5.14791
7,-2.95163   10.004 -1.09047 -1.13779,-2.83236  10.2861 -1.16119 -1.19239,-2.82203   10.152 -1.13364 -1.16475,-4.3908 1.47951 3.95912 2.36895
8, 14.2378  18.5886 0.705534 0.888365, 13.9522  18.6308 0.726818 0.961002, 13.9469  18.6916 0.734375 0.924261,-2.04266 0.554313  4.08777  4.04067
10, 16.8889  28.5124 -1.01197  0.92036, 16.2638  28.3342 -1.05519 0.975554,  16.032  27.9318 -1.05363 0.975473,-5.07331 -2.03602  4.11642  5.98823
11, 23.8174 -2.27595 0.767652 -1.02234, 23.5575 -2.30179  0.77643  -1.0726, 23.6384 -2.29399 0.783277 -1.04996,-0.751492  0.792381   2.03534   2.70194
12,  7.84483    12.439  -1.15554 -0.976513,  7.81471     12.18  -1.12133 -0.980913,  7.86407   12.2623  -1.14034 -0.982835,0.245311  -1.4203  -1.3151  0.64742
13, 14.3815  28.2826 0.997106  1.19529,14.1596 28.3501  0.9681 1.17765,14.1757 28.3227 0.99748 1.17926, -1.43122  0.141858 0.0374208  -1.34127
14,  9.20345   1.27632  0.812975 -0.866144,  9.41633   1.28492  0.698137 -0.850484,  9.35285   1.29734  0.733402 -0.862824,  1.62339   1.64712  -9.78789 -0.383285
15, 0.852722   12.4757 -0.624999 -0.719579, 0.616547   12.2758 -0.612672 -0.697707, 0.687538   12.2582 -0.620057 -0.707668, -19.3714  -1.74377 -0.790598  -1.65532
16, 16.7997  28.4553 0.992117 0.773403, 16.9114  28.2256 0.996774 0.819326, 16.8644  28.3012 0.996705 0.792794, 0.385315 -0.541513  0.462488   2.50722
17, -2.7483  8.84908 -1.14015 -1.15199,-2.44263  8.96085 -1.12963 -1.13321,-2.45522  8.95992 -1.16183 -1.14108, -10.6642   1.25258   1.90098 -0.947491
18,  22.3116   14.5252   0.96444 -0.630509,  21.9876     14.56   1.01853 -0.613305, 22.1074  14.5219 0.992327 -0.63375, -0.915273 -0.0228157    2.89152   0.513982
19,  16.806  8.51756  1.18179 -0.64807,  16.6518   8.41986   1.21574 -0.703837, 16.6942  8.45385  1.19911 -0.67356,-0.665076  -0.74802   1.46603   3.93307
20, -1.85544   1.96483 -0.788974 -0.780877,  -1.4007   2.33555 -0.719949 -0.883401, -1.49818    2.3307  -0.74771 -0.839062,-19.2546  18.6206    -5.23  7.45136
