obs_id,true_value,meas_value,corr_value,diff(%)
20,  2.11573   5.89523 -0.788974 -0.780877,  1.78007    6.0389 -0.783332 -0.787207,  1.80964   5.93672 -0.765632 -0.767667,-14.4673  0.70384 -2.95846 -1.69165
21,  1.27489   1.42005 -0.659473 -0.991615,  1.22418   1.53193 -0.684387 -0.926599,  1.33803   1.47735 -0.669072 -0.949541, 4.95291  4.03566  1.45552 -4.24293
22, 15.9192  12.4257 0.692302 -1.19072, 16.2859  12.6184  0.66787 -1.22779, 16.2439  12.6236 0.686567 -1.20642,  2.03981   1.59325 -0.828496   1.31814
24, 8.12489  16.4325 -1.08467 -1.03876, 7.58538  16.7095 -1.05948 -1.06021, 7.78124  16.6792 -1.07305  -1.0565,-4.22963   1.5012 -1.07195  1.70835
1,  11.5849   17.0198   0.81513 -0.615168,  11.754  16.8906 0.917656 -0.72777, 11.7075  16.9399 0.889323  -0.6732,  1.05853 -0.469334   9.10194   9.43362
5,  11.4295   2.87895 -0.795208  -1.16552,  11.3244   2.89091 -0.773644  -1.23069,  11.3682    2.8789 -0.786941  -1.17932,  -0.536842 -0.00168113    -1.03959     1.18434
6,  6.35906  -1.30481  0.946999 -0.951825,  6.32239  -1.42448  0.965996 -0.917275,  6.29822  -1.41499  0.956027 -0.900383,-0.95671  8.44376 0.953336 -5.40457
7, 2.50072   15.693 -1.09047 -1.13779, 2.41637  15.2556 -1.05765 -1.18358, 2.46935  15.3041 -1.05199 -1.14414,-1.25424 -2.47804  -3.5288 0.558227
8, 10.7101  14.1468 0.705534 0.888365, 10.7927  14.5052 0.749687  0.91295, 10.8234  14.4198 0.738774 0.892198,  1.0581  1.92983   4.7113 0.431459
11,  19.979  2.83575 0.767652 -1.02234,  20.019  2.87642 0.774297 -1.02638, 20.0427  2.81599 0.782229 -1.04357,0.318833 -0.69704  1.89887  2.07595
14,  5.13856   5.60705  0.812975 -0.866144,  5.57001   5.32634  0.788625 -0.842334,   5.5364   5.40334  0.834729 -0.839013, 7.74226 -3.63302  2.67589 -3.13239
15,  3.97771   16.0736 -0.624999 -0.719579,  3.67799   16.0799 -0.609364 -0.680667,  3.70614   16.0614 -0.629919 -0.695215, -6.82721 -0.075992  0.787317  -3.38589
17, 2.95247   14.609 -1.14015 -1.15199,   2.584  14.7129 -1.10397 -1.17356, 2.69027  14.6462 -1.10847 -1.16895,-8.88074 0.254213 -2.77923  1.47146
19, 10.8971   11.758  1.18179 -0.64807,  10.8399   11.2708   1.15214 -0.660513,  10.8133   11.3437   1.16953 -0.637196, -0.7689 -3.52354 -1.03741 -1.67794
20,  2.08943    5.8692 -0.788974 -0.780877,  1.77777   6.24672 -0.775269 -0.783154,  1.77918   6.17113 -0.771589 -0.777195,-14.8486  5.14436 -2.20348 -0.47147
21,  1.25291   1.38699 -0.659473 -0.991615,  1.40245   1.76962 -0.589861  -1.02784,  1.38308   1.69654 -0.620106 -0.997889, 10.3893  22.3178 -5.96949  0.63274
22, 15.9423   12.386 0.692302 -1.19072, 15.9482  12.5449 0.746706 -1.26416,   16.02  12.5534 0.723694 -1.24211,0.487656  1.35197  4.53435  4.31555
24, 8.08874  16.3979 -1.08467 -1.03876,  8.23057   16.2448  -1.05204 -0.997224, 8.12139  16.3348    -1.06 -1.01992, 0.40373 -0.38473 -2.27448 -1.81352
1,  11.6121   16.9993   0.81513 -0.615168,  11.3864    16.824  0.760783 -0.648082,  11.4651   16.8451  0.809835 -0.657689, -1.26571 -0.907373 -0.649529    6.9121
5,   11.403    2.8401 -0.795208  -1.16552,  11.5732   2.64437 -0.846854  -1.16538,  11.521  2.68835 -0.82394 -1.17073, 1.03465 -5.34317  3.61309 0.446994
6,  6.39062  -1.33654  0.946999 -0.951825,  6.42647   -1.5319   1.01673 -0.937891,  6.40488  -1.51241  0.993554 -0.923575,0.223159  13.1583  4.91605 -2.96797
7, 2.46437  15.6551 -1.09047 -1.13779, 2.84425  15.6144  -1.0805 -1.02114,  2.7519  15.5362 -1.06956 -1.06808, 11.6675 -0.75945 -1.91777 -6.12714
8, 10.7336  14.1764 0.705534 0.888365, 10.7732  14.2916 0.699269 0.969294,   10.79  14.3273 0.714349 0.939825,0.525285  1.06444  1.24938  5.79266
11, 20.0046  2.80168 0.767652 -1.02234, 19.8463  2.52139 0.849362 -1.02932, 19.8965  2.57992 0.823691  -1.0348,-0.540361  -7.91524   7.29995   1.21812
14,  5.16565   5.57818  0.812975 -0.866144,   5.1022   5.54278  0.854211 -0.849714,  5.20626   5.50507   0.84671 -0.845605,0.786049 -1.31053  4.14959 -2.37133
15,  3.95688   16.0496 -0.624999 -0.719579,  3.02523   15.8892  -0.64398 -0.793456,  3.17378   15.9226 -0.638694 -0.755951, -19.7907 -0.791628   2.19132   5.05455
17, 2.91446  14.5706 -1.14015 -1.15199, 2.97276  14.6512 -1.11312 -1.15072, 2.90083  14.6413  -1.1113 -1.15767,-0.467812  0.485083  -2.53066  0.493055
19, 10.9365  11.7364  1.18179 -0.64807,  11.0844   11.6285   1.14155 -0.724083,  11.0321   11.5594   1.15227 -0.690856,0.873885  -1.5077 -2.49783  6.60195
20,  2.06313   5.84317 -0.788974 -0.780877,  1.91701   5.70847 -0.855366 -0.753457,  1.88003   5.80685 -0.823344 -0.762581, -8.87503 -0.621584   4.35641  -2.34299
21,  1.23093   1.35394 -0.659473 -0.991615,  1.06358   1.57105 -0.667572 -0.977516, 1.13077  1.59186 -0.64948 -0.98531, -8.13654   17.5724  -1.51525 -0.635871
22, 15.9654  12.3463 0.692302 -1.19072, 16.1645  12.4433 0.709164 -1.22091, 16.1374  12.4588 0.714729 -1.22902,1.07739 0.91147 3.23947 3.21616
24, 8.05258  16.3632 -1.08467 -1.03876, 8.03011  16.3574 -1.10492 -1.07623, 8.04262  16.3446 -1.08777 -1.05472,-0.123748 -0.114243  0.285551   1.53652
1,  11.6393   16.9788   0.81513 -0.615168,  11.4788   16.8951  0.843185 -0.613433,  11.4819    16.879  0.830445 -0.630328, -1.35234 -0.587972   1.87883   2.46438
5,  11.3765   2.80125 -0.795208  -1.16552,  11.0529   3.02003 -0.810009   -1.0969,  11.1521   2.93671 -0.815387  -1.12505,-1.97229  4.83559  2.53753 -3.47225
6,  6.42219  -1.36827  0.946999 -0.951825,  6.52777  -1.01802  0.921514 -0.904584, 6.50742 -1.13623 0.949043 -0.91177, 1.32716 -16.9588 0.215836  -4.2082
7, 2.42802  15.6172 -1.09047 -1.13779, 2.67683  15.9624 -1.09898  -1.0929, 2.68565  15.8584 -1.08775 -1.08336,  10.6107   1.54448 -0.249445  -4.78392
8, 10.7571   14.206 0.705534 0.888365, 10.4626  14.1142 0.680402 0.833907, 10.5416   14.169 0.693323 0.874333,  -2.0036 -0.260377  -1.73072   -1.5796
11, 20.0302   2.7676 0.767652 -1.02234, 20.4843  2.84951 0.779784 -1.00124, 20.3581  2.78111 0.796628 -1.01401,  1.63704  0.488321   3.77451 -0.814515
14,  5.19275    5.5493  0.812975 -0.866144,  5.10747   5.34892  0.770277 -0.870665, 5.13592  5.37768 0.799455 -0.86111, -1.09446  -3.09273  -1.66296 -0.581221
15,  3.93604   16.0256 -0.624999 -0.719579,  3.83758   15.9134   -0.6391 -0.694979,  3.68334   15.9099 -0.638856 -0.718266, -6.42029 -0.721901   2.21723 -0.182497
17, 2.87646  14.5322 -1.14015 -1.15199, 2.79172  14.8848 -1.10948 -1.18929, 2.80795  14.8212 -1.11018 -1.17718,-2.38179   1.9885 -2.62874  2.18601
19, 10.9759  11.7148  1.18179 -0.64807,   10.653   11.5976   1.16051 -0.671919,   10.747   11.5839   1.15731 -0.679144,-2.08532 -1.11732 -2.07125  4.79483
20,  2.03683   5.81714 -0.788974 -0.780877,  2.14339   5.97947 -0.765248 -0.853321,  2.07803    5.9347 -0.787402 -0.818636,  2.02263   2.02097 -0.199233   4.83549
21,  1.20894   1.32088 -0.659473 -0.991615,  1.45114   1.02772 -0.706422  -1.07366,  1.37402   1.14716 -0.684628  -1.03998, 13.6549 -13.1517  3.81446  4.87785
22, 15.9884  12.3066 0.692302 -1.19072, 15.6924  12.7716 0.686905  -1.2395, 15.7979  12.6919 0.697473 -1.23545,-1.19165  3.13109 0.746816  3.75676
24, 8.01643  16.3286 -1.08467 -1.03876, 7.85396  16.7445  -1.0626 -1.02358, 7.88832  16.6466 -1.07224 -1.03542, -1.59806   1.94735  -1.14679 -0.321425
1,  11.6664   16.9583   0.81513 -0.615168,   11.596   16.5061  0.757855 -0.600402,  11.5764   16.5854  0.785593 -0.611878,-0.771781  -2.19917   -3.6236 -0.534736
5,    11.35    2.7624 -0.795208  -1.16552,  11.4405   2.98822 -0.838116  -1.13794,  11.3694   2.96816 -0.829393  -1.13301,0.171325  7.44846  4.29891 -2.78952
6,  6.45376  -1.39999  0.946999 -0.951825,  6.85067  -1.90498  0.951724 -0.935926,  6.78051  -1.73879   0.95074 -0.926795, 5.06307  24.1998 0.395065 -2.62971
7, 2.39167  15.5792 -1.09047 -1.13779, 2.31387  15.1223 -1.07197 -1.07744, 2.38944  15.2799 -1.07804 -1.07979,-0.0931776   -1.92115   -1.13971   -5.09771
8, 10.7807  14.2356 0.705534 0.888365, 11.0427  14.3101 0.732563 0.847668, 10.9352  14.2848 0.717637 0.857867, 1.43316 0.345773  1.71537 -3.43306
11, 20.0558  2.73352 0.767652 -1.02234,  20.3311   2.37088   0.78715 -0.989685,  20.3431   2.45568  0.790763 -0.999027, 1.43282 -10.1642  3.01057 -2.28056
14,  5.21985   5.52043  0.812975 -0.866144,  5.10592   5.51541  0.799127 -0.940052,  5.11867   5.47778  0.799245 -0.909877, -1.93839 -0.772623  -1.68879   5.04917
15,  3.91521   16.0016 -0.624999 -0.719579,  4.01222   16.1819 -0.669393 -0.727308,  3.93332   16.1152 -0.657684 -0.723816,0.462611  0.70989  5.22959 0.588758
17, 2.83845  14.4938 -1.14015 -1.15199,  3.1753  14.6183 -1.15372 -1.23266, 3.08417  14.6551 -1.13704 -1.21149,  8.65692   1.11246 -0.273203   5.16443
19, 11.0153  11.6931  1.18179 -0.64807,  10.7194   11.4634   1.19352 -0.638762,  10.7344   11.4855   1.17968 -0.654199, -2.55046  -1.77597 -0.178362  0.945698
20,  2.01053   5.79111 -0.788974 -0.780877,  2.39441   5.92821 -0.768851 -0.821097,  2.31731   5.92353 -0.775892 -0.820154, 15.2585  2.28654 -1.65799  5.02998
21,  1.18696   1.28783 -0.659473 -0.991615, 1.37863  1.22779 -0.64577 -1.02536,  1.37253   1.20186 -0.660609  -1.03093, 15.6338 -6.67532  0.17226  3.96472
22, 16.0115  12.2669 0.692302 -1.19072, 15.6233    12.62 0.644325 -1.24995, 15.6677  12.6269   0.6646 -1.24442,-2.14714  2.93448 -4.00149  4.50966
24, 7.98027   16.294 -1.08467 -1.03876, 7.49682  16.2127 -1.05803 -1.02424, 7.57695  16.3027  -1.0635 -1.02856,   -5.054 0.0532382  -1.95176 -0.981362
1,  11.6936   16.9378   0.81513 -0.615168, 11.4732  16.9401 0.795158 -0.59912,  11.5023   16.8557  0.791488 -0.603945, -1.63557 -0.484984   -2.9004  -1.82438
5,  11.3235   2.72355 -0.795208  -1.16552,  10.9442   2.69967 -0.730926  -1.23638,  11.0339   2.75141 -0.768589  -1.19693,-2.55755  1.02313 -3.34747   2.6947
6,  6.48532  -1.43172  0.946999 -0.951825,  6.41327  -1.87914  0.944927 -0.916511,  6.50308  -1.85448  0.947096 -0.920453, 0.273758   29.5278 0.0102341  -3.29595
7, 2.35532  15.5413 -1.09047 -1.13779, 2.23011  15.6093 -1.04576 -1.14468, 2.25795  15.5269 -1.05811 -1.11985,  -4.13397 -0.0926655   -2.96789   -1.57694
8, 10.8042  14.2652 0.705534 0.888365, 11.2214  14.0426 0.726038 0.850118, 11.1623  14.1035 0.722863 0.853043, 3.31496 -1.13337  2.45608 -3.97613
11, 20.0814  2.69944 0.767652 -1.02234,    20.14   2.61146  0.776349 -0.982486,  20.1917   2.56892  0.781825 -0.988779,0.549304 -4.83505  1.84622 -3.28291
12,  13.4684   17.1914  -1.15554 -0.976513,  13.6619   17.3605  -1.07103 -0.996291,  13.4672   17.1132  -1.06953 -0.994749,-0.00947412   -0.454941    -7.44316     1.86741
14,  5.24695   5.49156  0.812975 -0.866144,  5.18921   5.29085  0.848736 -0.860925,  5.17942    5.3262  0.829838 -0.879643,-1.28705 -3.01111  2.07427  1.55857
15,  3.89438   15.9777 -0.624999 -0.719579,  3.77198   15.7838 -0.623386 -0.695173,  3.80344    15.853 -0.636505 -0.706153,  -2.3351 -0.780152   1.84095  -1.86581
17, 2.80045  14.4554 -1.14015 -1.15199, 2.59835  14.3298 -1.13564 -1.15317,  2.6992  14.3941 -1.13623 -1.17548, -3.61542 -0.424466  -0.34381   2.03874
19, 11.0547  11.6715  1.18179 -0.64807,  11.0282   11.6804   1.18819 -0.625373,  10.9709   11.6317   1.18497 -0.636356,-0.758027 -0.341757  0.269409  -1.80762
20,  1.98423   5.76508 -0.788974 -0.780877,  2.40548   5.78206 -0.833824 -0.802067,  2.37969   5.80779 -0.811681 -0.808991, 19.9303 0.740762  2.87814  3.60033
21,  1.16498   1.25478 -0.659473 -0.991615,  1.55019   1.65319  -0.64533 -0.994331, 1.50526  1.54391 -0.65114 -1.00825, 29.2092  23.0425 -1.26352  1.67736
22, 16.0346  12.2272 0.692302 -1.19072, 16.4377  11.8442 0.654107 -1.22169, 16.2693  12.0111 0.658212 -1.23047, 1.46386  -1.7674 -4.92427   3.3382
24, 7.94411  16.2594 -1.08467 -1.03876, 7.82847  16.1998 -1.03451 -1.09778, 7.76392  16.2151 -1.04555 -1.07135,-2.26832 -0.27199 -3.60732  3.13783
1,  11.7208   16.9173   0.81513 -0.615168,  11.5642   16.6634  0.940307 -0.620846,  11.5565   16.7021  0.883468 -0.614413, -1.40146  -1.27196   8.38366 -0.122742
5,   11.297    2.6847 -0.795208  -1.16552,  11.4547   2.62446 -0.811442  -1.18574,  11.3541   2.64408 -0.795016  -1.19003,  0.505346   -1.51297 -0.0242029    2.10254
6,  6.51689  -1.46345  0.946999 -0.951825,  6.62786  -1.36252  0.907902 -0.964253,   6.6068  -1.48028  0.922885 -0.947456,  1.3796  1.14978 -2.54634 -0.45904
7, 2.31897  15.5034 -1.09047 -1.13779,1.81259  15.837 -1.0432 -1.0534, 1.90495  15.7589 -1.04894 -1.07873,-17.8537    1.648 -3.80804 -5.19064
8, 10.8277  14.2948 0.705534 0.888365, 10.8149  14.2103 0.693292 0.850674, 10.8985  14.1927 0.704539 0.851589, 0.653542 -0.714794 -0.141076   -4.1398
11,  20.107  2.66536 0.767652 -1.02234, 20.0678  2.76909 0.768345  -1.0238, 20.1015  2.71653 0.773475  -1.0104,-0.0269972    1.91987   0.758424   -1.16849
12,  13.4299   17.1589  -1.15554 -0.976513, 13.2964  17.1302 -1.17348 -1.04201, 13.3252  17.1193 -1.13884 -1.02624,-0.779695  -0.23062  -1.44511   5.09223
14,  5.27405   5.46269  0.812975 -0.866144,  5.22101   5.29298  0.826845 -0.897827,  5.21787   5.29383   0.82799 -0.890882,-1.06527 -3.09125  1.84692  2.85613
15,  3.87354   15.9537 -0.624999 -0.719579,  3.21938   15.7571 -0.678653 -0.708739,  3.34602   15.7734 -0.662626 -0.707761,-13.6186 -1.13004  6.02045 -1.64238
17, 2.76244   14.417 -1.14015 -1.15199, 2.80167  14.3978 -1.18693 -1.10319, 2.76997  14.3883 -1.16755 -1.13079, 0.272558 -0.199248   2.40259  -1.84029
19, 11.0941  11.6499  1.18179 -0.64807,  11.3415   11.6122   1.15738 -0.555174,  11.2669    11.612   1.16796 -0.586182, 1.55785 -0.32597 -1.16993 -9.54958
20,  1.95793   5.73905 -0.788974 -0.780877,  2.24117   5.78382 -0.749037 -0.842862,  2.26639   5.78308 -0.772979 -0.829924, 15.7542  0.76717 -2.02722  6.28106
21,    1.143   1.22172 -0.659473 -0.991615,  1.13604   1.53912 -0.657221 -0.985204,  1.21427   1.53268 -0.654943 -0.994003,  6.23543   25.4523 -0.686851  0.240777
22, 16.0577  12.1875 0.692302 -1.19072, 16.3433  12.3244 0.643002 -1.22068, 16.3315  12.2446 0.648818 -1.22437, 1.70548 0.468609 -6.28108  2.82631
24, 7.90796  16.2247 -1.08467 -1.03876,  7.82393    16.259   -1.0772 -0.985658, 7.80251  16.2413  -1.0651 -1.01838,-1.33347 0.101958 -1.80493  -1.9616
1,  11.7479   16.8968   0.81513 -0.615168,  12.0871   17.1098  0.858144 -0.604253,  11.9742   17.0135  0.867881 -0.608078, 1.92615 0.690467  6.47153 -1.15242
5,  11.2705   2.64585 -0.795208  -1.16552,  10.9869   2.54401 -0.828101  -1.18977,  11.0635   2.55761 -0.815507  -1.18988,-1.83616 -3.33481  2.55268  2.08968
6,  6.54846  -1.49518  0.946999 -0.951825,  6.55164  -1.30324  0.963198 -0.976727,  6.57106  -1.35027  0.947788 -0.965519,0.345224 -9.69192  0.08339  1.43877
7, 2.28262  15.4655 -1.09047 -1.13779, 2.23542  15.3198 -1.02562 -1.23046, 2.15319  15.4102 -1.03448 -1.17256, -5.67033 -0.357113  -5.13421   3.05557
8, 10.8512  14.3244 0.705534 0.888365,  10.799  14.3904 0.730886 0.950489, 10.8267  14.3524 0.720806 0.912734,  -0.226 0.195289   2.1646  2.74312
11, 20.1325  2.63128 0.767652 -1.02234, 20.4457  2.82176 0.743171 -1.05079, 20.3739  2.79041 0.754787 -1.03534, 1.19906  6.04745 -1.67597  1.27161
12,  13.3914   17.1263  -1.15554 -0.976513,  13.0688   17.4306  -1.14099 -0.935831,  13.1179   17.3531  -1.14021 -0.969688, -2.04279   1.32437  -1.32589 -0.698931
14,  5.30115   5.43382  0.812975 -0.866144,  5.20651   5.42449  0.752204 -0.835886,  5.21514    5.3885  0.781147 -0.856872, -1.62252 -0.834098    -3.915  -1.07046
15,  3.85271   15.9297 -0.624999 -0.719579,  3.85657   16.0476 -0.595753 -0.745741,  3.73678   15.9805 -0.621228 -0.731195, -3.00913  0.318915 -0.603381   1.61431
17, 2.72444  14.3786 -1.14015 -1.15199, 2.41857  14.1629 -1.18293  -1.1172,  2.4889  14.2052  -1.1771 -1.12242,-8.64547 -1.20646  3.24026 -2.56748
19, 11.1335  11.6283  1.18179 -0.64807,  11.3731    12.198   1.21367 -0.594922,  11.3581   12.0617   1.19622 -0.591506, 2.01724  3.72653  1.22127 -8.72821
20,  1.93163   5.71302 -0.788974 -0.780877,  1.71544   5.59473 -0.809959 -0.822172,  1.83361   5.63092 -0.795902 -0.825154,-5.07473 -1.43711 0.878137  5.67021
21,  1.12101   1.18867 -0.659473 -0.991615, 1.15781 0.875649 -0.62493 -1.02395,  1.16566   1.01606 -0.636398  -1.01259, 3.98299 -14.5213 -3.49893   2.1156
22, 16.0807  12.1478 0.692302 -1.19072, 15.7216  12.2843 0.671781 -1.17164, 15.8639  12.2663 0.662928 -1.19177, -1.34866   0.97516  -4.24294 0.0883818
24,  7.8718  16.1901 -1.08467 -1.03876,  7.39039   16.3224  -1.16154 -0.984284,    7.475   16.2966  -1.12475 -0.997292,-5.04082 0.657683  3.69464 -3.99161
1,  11.7751   16.8763   0.81513 -0.615168,  11.8576   16.7532  0.841711 -0.584491,  11.8903   16.8073  0.851689 -0.593531,   0.9781 -0.408735     4.485  -3.51714
5,   11.244     2.607 -0.795208  -1.16552,  11.2692   2.87892 -0.759355  -1.17863,  11.2169   2.79767 -0.780773  -1.18288,-0.240735   7.31404  -1.81525   1.48921
6,  6.58002   -1.5269  0.946999 -0.951825,   6.6828  -1.79861  0.975838 -0.928709,  6.66481  -1.70485  0.965134 -0.942823,  1.28861   11.6537   1.91506 -0.945715
7, 2.24627  15.4275 -1.09047 -1.13779, 2.17812  15.2581 -1.05798 -1.16745,  2.1647  15.2836   -1.049 -1.16942, -3.63164 -0.933081   -3.8033   2.77959
8, 10.8747  14.3541 0.705534 0.888365, 10.9824  14.6726 0.761144 0.879259, 10.9528  14.6073 0.745753 0.892083,0.718075  1.76408  5.70051  0.41845
11, 20.1581  2.59721 0.767652 -1.02234,  20.4507   2.57685  0.710795 -0.959908,   20.439   2.61731  0.727605 -0.988745, 1.39338 0.773858 -5.21683 -3.28629
12,  13.3529   17.0938  -1.15554 -0.976513,  12.9442   17.3578  -1.12036 -0.974533,  12.9748   17.3494  -1.12794 -0.972683,  -2.8316   1.49569  -2.38789 -0.392274
14,  5.32825   5.40495  0.812975 -0.866144,  5.08364   5.48084  0.829257 -0.876262,  5.1192  5.45358  0.81086 -0.86884, -3.92338  0.899797 -0.260135  0.311269
15,  3.83188   15.9057 -0.624999 -0.719579,  3.31314    16.425 -0.590031 -0.694772,  3.40392   16.3195 -0.601999 -0.708624,-11.1683  2.60165 -3.67995 -1.52248
17, 2.68643  14.3402 -1.14015 -1.15199, 2.72293  13.9826 -1.20432 -1.15657, 2.66135  14.0242 -1.19388 -1.14355,-0.933686  -2.20348   4.71266  -0.73341
19, 11.1729  11.6067  1.18179 -0.64807, 11.3484  12.0548  1.21766 -0.63792,  11.3596   12.0518   1.20947 -0.620189, 1.67103  3.83446   2.3422 -4.30216
20,  1.90533   5.68699 -0.788974 -0.780877,  2.14185   5.77178 -0.912861 -0.756989,  2.06625   5.73401 -0.868143 -0.783004, 8.44547 0.826664  10.0345 0.272484
21,  1.09903   1.15561 -0.659473 -0.991615,  1.29783   1.40944 -0.651391  -1.03843,  1.26327   1.31322 -0.645644  -1.02851, 14.9438  13.6386 -2.09689  3.72036
22, 16.1038  12.1081 0.692302 -1.19072, 15.6477   12.136 0.746291 -1.13741, 15.7015  12.1565 0.714419 -1.15819,-2.49812 0.399479   3.1946 -2.73239
24, 7.83565  16.1555 -1.08467 -1.03876, 7.24164  15.8477  -1.0772 -1.00128,  7.28583   15.9413  -1.09539 -0.999808,-7.01686 -1.32601 0.987635 -3.74939
1,  11.8023   16.8558   0.81513 -0.615168,   11.539   16.4146  0.922168 -0.667952,  11.6246   16.4984  0.895198 -0.639574,-1.50508 -2.11996  9.82275  3.96738
5,  11.2175   2.56815 -0.795208  -1.16552,  11.0612   2.30571 -0.833501  -1.12646,  11.0903   2.40771 -0.813377  -1.14806,-1.13358 -6.24726  2.28482 -1.49764
6,  6.61159  -1.55863  0.946999 -0.951825,  6.25469  -1.88302  0.868691 -0.991529,  6.35408  -1.85007  0.905472 -0.972944,-3.89474  18.6984 -4.38509  2.21878
7, 2.20992  15.3896 -1.09047 -1.13779, 2.01593  15.0825 -1.10185 -1.15833, 2.04145   15.119 -1.08168 -1.16259, -7.62362  -1.75849 -0.806229   2.17912
8, 10.8983  14.3837 0.705534 0.888365, 10.6716  14.5499 0.707656 0.824833, 10.7405  14.5693 0.722168 0.850509,-1.44786  1.29086  2.35764 -4.26135
11, 20.1837  2.56313 0.767652 -1.02234, 20.0455  2.57564 0.751469 -1.05888, 20.1396  2.57747   0.7423 -1.03209,-0.218757  0.559423  -3.30261  0.953938
12,  13.3144   17.0612  -1.15554 -0.976513,  13.6791    17.204  -1.04797 -0.947046,  13.5122   17.2295  -1.07841 -0.956849, 1.48574 0.986082 -6.67438 -2.01366
14,  5.35535   5.37608  0.812975 -0.866144,  5.38073    5.2906  0.803915 -0.910335,  5.32792    5.3207  0.806598 -0.894503,-0.51219 -1.03012 -0.78435  3.27417
15,  3.81104   15.8817 -0.624999 -0.719579,  3.97489   15.9282 -0.614862 -0.716339,   3.8418   16.0109 -0.609873 -0.713439, 0.806948  0.813652  -2.42018 -0.853259
17, 2.64843  14.3018 -1.14015 -1.15199, 2.55996    14.59 -1.22688 -1.19399, 2.57376  14.4539 -1.21429 -1.17464,-2.81915  1.06352  6.50198  1.96589
19, 11.2123  11.5851  1.18179 -0.64807,  11.2277   11.7277   1.19204 -0.682471,  11.2664   11.7959   1.19868 -0.658721,0.483069  1.81889   1.4291  1.64341
20,  1.87904   5.66096 -0.788974 -0.780877,  1.59128   6.11731 -0.800734 -0.654513,  1.69183   6.02538  -0.82654 -0.703539,-9.96276  6.43736  4.76138 -9.90388
21,  1.07705   1.12256 -0.659473 -0.991615, 0.990999   1.23798 -0.650703 -0.924667,  1.04744   1.24741 -0.648803 -0.964336,-2.74871  11.1215 -1.61787 -2.75101
22, 16.1269  12.0684 0.692302 -1.19072, 16.1486  12.0722 0.691552 -1.20839, 16.0533  12.0824 0.700341 -1.18922,-0.456503  0.115538   1.16112 -0.126105
24, 7.79949  16.1209 -1.08467 -1.03876, 7.79485  16.1416 -1.09106 -1.07401, 7.67204  16.0888 -1.09264 -1.04564, -1.63417 -0.198687  0.734363  0.662749
1,  11.8295   16.8353   0.81513 -0.615168,  12.1282   16.8518  0.784355 -0.605479,  12.0213   16.7675  0.826755 -0.618454,  1.62176 -0.402502   1.42614  0.534164
5,   11.191   2.52929 -0.795208  -1.16552,  11.069  2.73622 -0.78641 -1.09608, 11.0677  2.65374 -0.79671 -1.11589,  -1.101  4.92027 0.188849 -4.25831
6,  6.64316  -1.59036  0.946999 -0.951825,  6.90486  -1.66749   0.89738 -0.869815,  6.78763   -1.7157  0.900538 -0.909179, 2.17484  7.88114 -4.90607 -4.48042
7, 2.17357  15.3517 -1.09047 -1.13779, 2.01178  15.7468 -1.09686  -1.0991, 2.01031  15.5969 -1.09106 -1.12326, -7.51138   1.59711 0.0541458  -1.27718
8, 10.9218  14.4133 0.705534 0.888365, 10.7647  14.2091 0.702161 0.879886, 10.7646  14.2967 0.709803 0.868615, -1.43868 -0.809221  0.605083  -2.22327
11, 20.2093  2.52905 0.767652 -1.02234, 19.9552  2.99679 0.810157 -1.09421, 20.0024  2.89452 0.784211 -1.07043,-1.0239 14.4508 2.15698 4.70336
12,  13.2759   17.0287  -1.15554 -0.976513,  13.5204   16.8133  -1.14613 -0.931254, 13.5103  16.8999 -1.12026 -0.94108,  1.76599 -0.756267  -3.05309  -3.62857
14,  5.38245    5.3472  0.812975 -0.866144,  5.20758   5.11721  0.873089 -0.866609,  5.24085   5.15636  0.847673 -0.877286,-2.63066   -3.569  4.26801   1.2864
15,  3.79021   15.8577 -0.624999 -0.719579,  3.64408   15.7216 -0.654789   -0.6892,  3.68393   15.7815 -0.637655 -0.698493, -2.80408 -0.480899   2.02508  -2.93034
17, 2.61042  14.2634 -1.14015 -1.15199, 2.34535  14.1831  -1.1374 -1.15139, 2.38781  14.2353 -1.16679  -1.1603, -8.52777 -0.197041   2.33653  0.721271
19, 11.2516  11.5635  1.18179 -0.64807,  11.2565   11.7738   1.18698 -0.606814,  11.2677   11.7739   1.19144 -0.626641,0.142793   1.8193 0.816721 -3.30667
20,  1.85274   5.63494 -0.788974 -0.780877,  1.73518   5.65122 -0.757104 -0.772904,  1.71935   5.73005 -0.783617 -0.746454, -7.19919   1.68785 -0.678919  -4.40816
21,  1.05507   1.08951 -0.659473 -0.991615,  1.25538  0.998407 -0.642248  -1.05809,  1.20371   1.04705 -0.644722  -1.02231, 14.0882 -3.89695  -2.2367  3.09502
22,   16.15  12.0288 0.692302 -1.19072, 15.9405  12.2195 0.661483 -1.27444, 15.9711  12.1796 0.676308 -1.24186,-1.10773  1.25368 -2.31035  4.29527
24, 7.76334  16.0862 -1.08467 -1.03876, 8.07823  16.0048 -1.13015 -1.07773, 7.97851  16.0158 -1.11577 -1.06548,  2.77161 -0.437655   2.86647   2.57265
1,  11.8566   16.8148   0.81513 -0.615168,  11.7949   16.6687  0.743903 -0.602914, 11.8519  16.6863 0.775517 -0.60886,-0.0397585  -0.763812   -4.85971    -1.0254
5,  11.1644   2.49044 -0.795208  -1.16552,  10.7585   2.45908 -0.771758  -1.17252,  10.8222   2.49442 -0.781325  -1.15091,-3.06589 0.159769 -1.74584 -1.25347
