obs_id,true_value,meas_value,corr_value,diff(%)
5,  13.9212   6.53093 -0.795208  -1.16552,  13.7814    6.6422 -0.829781  -1.19289,  13.5851    6.5472 -0.828518  -1.19149,-2.41454 0.249183  4.18877  2.22819
6,  3.39179   1.67757  0.946999 -0.951825,  3.79342   1.38224   1.00511 -0.909306,  3.73996   1.36216   1.00422 -0.908354, 10.2651 -18.8021   6.0425 -4.56715
8, 8.49946  11.3632 0.705534 0.888365, 8.51168  11.4137 0.704825 0.804808,   8.391  11.2518 0.704389 0.804363, -1.27605 -0.979994 -0.162306  -9.45578
11, 17.5736   6.0391 0.767652 -1.02234, 17.5263  5.64713 0.770788 -1.07929, 17.2774  5.56632 0.770571 -1.07803,-1.68548 -7.82852 0.380167  5.44754
13, 6.27178   18.561 0.997106  1.19529,5.55991 18.3241  1.0957 1.24523,5.48138 18.0642 1.09478 1.24457,-12.6025 -2.67644  9.79534   4.1226
14,  2.59124   8.32097  0.812975 -0.866144, 2.41384  8.25026 0.776236 -0.83905,  2.37989   8.13256  0.775536 -0.837951,-8.15637 -2.26429 -4.60511 -3.25493
15,  5.93606   18.3284 -0.624999 -0.719579,  6.14908   18.4941 -0.555241 -0.689332,  6.06139   18.2308 -0.554493  -0.68806,  2.11139 -0.532242   -11.281  -4.38022
17, 6.52493  18.2187 -1.14015 -1.15199, 6.17004    17.97 -1.10538 -1.14129, 6.08179   17.714 -1.10408 -1.13958, -6.7915 -2.76997 -3.16418 -1.07761
19, 7.19421  13.7886  1.18179 -0.64807,  7.28254    14.162   1.20177 -0.637953,  7.17956   13.9604    1.2008 -0.636869,-0.203654   1.24582   1.60874  -1.72837
20,  4.56153   8.31594 -0.788974 -0.780877,  4.27119   8.44093 -0.775629 -0.853794,   4.2101   8.32052 -0.774719 -0.852674, -7.70427 0.0550465   -1.8067   9.19454
21,  3.31926   4.49406 -0.659473 -0.991615,  3.05865   4.71794 -0.634642 -0.994234,  3.01487   4.65039 -0.633911 -0.993092,-9.17047  3.47863 -3.87608 0.148973
5,  13.8947   6.49207 -0.795208  -1.16552,  13.6317   6.49852 -0.816669  -1.15758,  13.6199   6.50001 -0.820611  -1.16889,-1.97793 0.122271  3.19446 0.289084
6,  3.42336   1.64585  0.946999 -0.951825,  3.56582   1.57612   1.03503 -0.974694,  3.59898   1.53706   1.02473 -0.952543,  5.13007  -6.60989   8.20865 0.0754776
8, 8.52297  11.3928 0.705534 0.888365, 8.86639  11.6498 0.648748 0.869083, 8.79424  11.5907 0.667357 0.847548, 3.18275  1.73726 -5.41112 -4.59463
11, 17.5992  6.00502 0.767652 -1.02234, 17.6538  6.40198 0.800902 -1.01548,  17.598  6.26313 0.790831 -1.03623,-0.00728292     4.29834     3.01943     1.35886
13, 6.30502  18.6008 0.997106  1.19529, 6.17254  18.6779 0.952713  1.12433, 6.0679 18.5864 1.00016 1.16449,  -3.76081 -0.0772032   0.306635   -2.57633
14,  2.61834    8.2921  0.812975 -0.866144,  2.42281   8.15801  0.815463 -0.907239,  2.42016   8.14937  0.802152 -0.884129,-7.56876 -1.72129  -1.3313  2.07641
15,  5.91522   18.3044 -0.624999 -0.719579,  6.02343   18.5273 -0.676877 -0.696423,  6.02631   18.4764 -0.636071 -0.693596, 1.87797 0.939545  1.77154 -3.61093
17, 6.48693  18.1803 -1.14015 -1.15199, 6.29388  18.2481 -1.12128 -1.20733, 6.25416  18.1568 -1.11551 -1.18467, -3.58819 -0.129138  -2.16134   2.83618
19, 7.23361   13.767  1.18179 -0.64807, 7.30406  14.1312  1.17304 -0.63703,  7.29054   14.1006   1.18231 -0.636953, 0.787048    2.4229 0.0440912  -1.71552
20,  4.53523   8.28991 -0.788974 -0.780877,  4.36401   8.37814 -0.777715 -0.771326,  4.33535   8.36457 -0.776694 -0.798441,-4.40742 0.900605 -1.55643  2.24928
21,  3.29727     4.461 -0.659473 -0.991615,  3.26831   4.43226 -0.654004 -0.998307,  3.22449   4.46175 -0.647271 -0.996591, -2.20729 0.0167283  -1.85031  0.501817
5,  13.8682   6.45322 -0.795208  -1.16552,  13.6159   6.32405 -0.791174  -1.15849, 13.6119  6.34817 -0.80221  -1.1624, -1.84845  -1.62797  0.880546 -0.267339
6,  3.45493   1.61412  0.946999 -0.951825,  3.4166  1.58064 0.979274 -1.00341,  3.45461    1.5673  0.996297 -0.984328,-0.00921261     -2.9007     5.20574     3.41482
8, 8.54649  11.4224 0.705534 0.888365, 8.19156  11.3031 0.655629 0.797766, 8.30146  11.3586 0.659954 0.816398, -2.86701 -0.558808  -6.46035  -8.10106
11, 17.6248  5.97094 0.767652 -1.02234, 17.4036  6.15131 0.749407 -1.03074, 17.4424  6.16492 0.764916 -1.03281, -1.03527   3.24866 -0.356462   1.02376
13, 6.33826  18.6407 0.997106  1.19529, 6.61128  18.9509 0.976341  1.20658, 6.52152  18.8937 0.985335  1.19084,  2.89139   1.35769  -1.18061 -0.372342
14,  2.64544   8.26323  0.812975 -0.866144,  2.64967   8.37226  0.853912 -0.871045,  2.61409   8.32789  0.834525 -0.875922,-1.18485 0.782504  2.65077  1.12893
15,  5.89439   18.2804 -0.624999 -0.719579,  5.86883   18.4197 -0.716133 -0.732757,  5.89266   18.4255 -0.686124 -0.718074,-0.029406   0.79388   9.78011 -0.209103
17, 6.44892  18.1419 -1.14015 -1.15199, 6.10401  17.9057 -1.06535 -1.07007, 6.12397  17.9431 -1.08417 -1.11307,-5.03884 -1.09554 -4.91004 -3.37891
19,   7.273  13.7454  1.18179 -0.64807,  7.18561   13.9885   1.27834 -0.603703,  7.21117   14.0045   1.24231 -0.616183,-0.850203   1.88497   5.12133  -4.92034
20,  4.50894   8.26388 -0.788974 -0.780877,   4.3638    8.3553 -0.728978  -0.73186,  4.35432   8.35237 -0.746866 -0.756827,-3.42902  1.07079 -5.33705 -3.07985
21,  3.27529   4.42795 -0.659473 -0.991615,  3.01304   4.11694 -0.603435 -0.992131,  3.04652   4.17176 -0.619897  -0.99384,-6.98485 -5.78576  -6.0012  0.22438
5,  13.8417   6.41437 -0.795208  -1.16552,  13.7811   6.42145 -0.797667  -1.13841,  13.7462   6.40156 -0.799376  -1.14754, -0.68969 -0.199704  0.524106  -1.54284
6,  3.48649   1.58239  0.946999 -0.951825,  3.47025   1.49272  0.920537 -0.956912,  3.47324    1.5002  0.949396 -0.967361,   -0.38 -5.19428 0.253153  1.63224
8, 8.57001   11.452 0.705534 0.888365, 8.49169  11.5885 0.675457 0.897918, 8.46179  11.5526  0.66957 0.866885,-1.26271 0.877924 -5.09743 -2.41793
11, 17.6504  5.93686 0.767652 -1.02234, 17.7452  6.06732 0.709924 -1.04869, 17.6957  6.07853 0.730905 -1.04265,0.256832  2.38622 -4.78703  1.98599
13, 6.37149  18.6805 0.997106  1.19529, 6.26857  18.8968 0.992473  1.25699, 6.31942  18.9035 0.989721  1.23179,-0.817386    1.1936 -0.740675   3.05363
14,  2.67253   8.23436  0.812975 -0.866144,  2.45954   7.91906  0.815178 -0.891845,  2.49194   7.98655  0.822528 -0.885822,-6.75731 -3.00945  1.17508  2.27192
15,  5.87356   18.2564 -0.624999 -0.719579,  5.93865   17.9104 -0.725206 -0.823732,  5.92633   17.9976  -0.71031 -0.783536,0.898549 -1.41755  13.6498  8.88817
17, 6.41092  18.1035 -1.14015 -1.15199, 6.17404  18.3278 -1.10772 -1.20107, 6.15867  18.2526 -1.09874  -1.1675,-3.93468 0.824018 -3.63253  1.34605
19, 7.31239  13.7238  1.18179 -0.64807,  7.44254   13.9382   1.21656 -0.707136,  7.40872   13.9462   1.22639 -0.672492,1.31724 1.62067 3.77439 3.76842
20,  4.48264   8.23785 -0.788974 -0.780877,  4.49673   8.16442  -0.74464 -0.800184,  4.46698   8.19328 -0.745469 -0.783685, -0.34928 -0.541004  -5.51411  0.359638
21,  3.25331   4.39489 -0.659473 -0.991615,  3.37343    4.5979 -0.675587  -1.00865,  3.31152   4.51619 -0.654332  -1.00295,  1.78914   2.75992 -0.779484    1.1435
5,  13.8152   6.37552 -0.795208  -1.16552,  13.6642    6.3483 -0.782914  -1.03731,  13.6741   6.35116 -0.789206   -1.0794,  -1.0213 -0.382171 -0.754832  -7.38888
6,  3.51806   1.55066  0.946999 -0.951825,  3.54392   1.43788  0.869787 -0.935341,  3.53684   1.44329  0.900187 -0.947571, 0.533688  -6.92472  -4.94312 -0.446979
7, 5.77212  19.1063 -1.09047 -1.13779, 5.94815  18.8981 -1.09363 -1.10668, 5.86307  18.6289 -1.09235 -1.10498, 1.57564 -2.49885 0.172713 -2.88427
8, 8.59353  11.4816 0.705534 0.888365, 8.81489  11.2118 0.668499 0.864414, 8.75598  11.2776 0.668945 0.865316, 1.89046 -1.77719   -5.186 -2.59455
11,  17.676  5.90278 0.767652 -1.02234, 17.8102  5.98831 0.829108 -1.13846, 17.7943  5.99803 0.791622 -1.10188,0.669245   1.6135  3.12246  7.78046
13, 6.40473  18.7203 0.997106  1.19529, 6.61463  18.7736 0.999898  1.20454, 6.56795   18.804 0.996041  1.21492,  2.54838  0.447027 -0.106823   1.64278
14,  2.69963   8.20549  0.812975 -0.866144,   2.9605   8.09476  0.844322 -0.914521,  2.88198   8.07018   0.83605 -0.903548, 6.75449 -1.64892  2.83834  4.31845
15,  5.85272   18.2324 -0.624999 -0.719579,  5.55038   18.3495 -0.614159  -0.73357,  5.61328   18.2822  -0.65091 -0.752606,-4.09122 0.273281   4.1459  4.58975
17, 6.37291  18.0651 -1.14015 -1.15199, 6.21712  18.1157 -1.15316 -1.14515, 6.20009  18.1332 -1.13237  -1.1537, -2.71176  0.377351 -0.682465  0.147667
19, 7.35179  13.7022  1.18179 -0.64807,  7.44515   13.7469   1.10661 -0.683498,  7.44574   13.7784   1.15235 -0.679315,   1.278 0.556181  -2.4912  4.82123
20,  4.45634   8.21182 -0.788974 -0.780877,  4.44066   8.10649 -0.825377 -0.890355,  4.44079   8.11711 -0.794867 -0.849633,-0.348987  -1.15332  0.746911   8.80506
21,  3.23133   4.36184 -0.659473 -0.991615,   3.0503   4.65165 -0.622321   -0.9768,  3.09299   4.62162  -0.63457 -0.986767,-4.28126  5.95569 -3.77614  -0.4889
5,  13.7887   6.33667 -0.795208  -1.16552,  13.6724   6.50074 -0.825428  -1.16451,  13.668  6.46755 -0.81159 -1.13198,-0.875424    2.0654   2.06008  -2.87762
6,  3.54963   1.51894  0.946999 -0.951825,  3.31083   1.73684  0.926271 -0.935482,  3.35647   1.67895   0.91628 -0.940063,-5.44167  10.5348 -3.24378 -1.23573
7, 5.73577  19.0684 -1.09047 -1.13779, 5.74699  19.0387 -1.17374 -1.12644, 5.75954  18.9675 -1.14661 -1.11923, 0.414448 -0.529501   5.14821   -1.6314
8, 8.61704  11.5113 0.705534 0.888365, 8.86938  11.8985 0.632499 0.840213, 8.85309   11.793 0.646429 0.849867, 2.73929  2.44732 -8.37731 -4.33364
11, 17.7016  5.86871 0.767652 -1.02234,  17.9341   6.05458  0.837355 -0.994947,  17.914  6.03815   0.8199 -1.03578,1.19984 2.88722 6.80616 1.31451
13, 6.43797  18.7602 0.997106  1.19529, 6.19897  18.7724 0.947393  1.25494, 6.27052  18.7853 0.965929  1.23965,-2.60089 0.133889 -3.12679  3.71101
14,  2.72673   8.17661  0.812975 -0.866144,  2.36387   8.11292  0.812458 -0.848884,  2.46107   8.10003  0.821408 -0.869755, -9.74276 -0.936574   1.03733  0.416874
15,  5.83189   18.2084 -0.624999 -0.719579,  5.70157   18.1674 -0.639598 -0.671698,    5.682   18.1836 -0.643907 -0.702611, -2.57023 -0.136616   3.02527  -2.35812
17, 6.33491  18.0267 -1.14015 -1.15199,6.36879 18.0436 -1.1138 -1.2046, 6.33205  18.0526 -1.12087 -1.18516,-0.04508  0.14413  -1.6914  2.87909
19, 7.39118  13.6806  1.18179 -0.64807,  7.6763  13.5936  1.18013 -0.70278,  7.64212   13.6224   1.16954 -0.693836,  3.39516 -0.425071  -1.03624   7.06178
20,  4.43004   8.18579 -0.788974 -0.780877,  4.25135   8.03819 -0.766573 -0.829741,  4.28042   8.04724 -0.777398 -0.837345,-3.37745 -1.69263 -1.46722  7.23137
21,  3.20934   4.32879 -0.659473 -0.991615,  2.88969   4.14352 -0.633944  -1.04542,  2.92213   4.22272 -0.634203  -1.02307,-8.94929 -2.45031 -3.83176  3.17182
5,  13.7622   6.29782 -0.795208  -1.16552,  13.5297   6.14881 -0.828103   -1.1048,  13.5495   6.19891 -0.821808  -1.11522,-1.54525  -1.5706  3.34501 -4.31612
6,  3.58119   1.48721  0.946999 -0.951825,  3.46698   1.52153  0.912513 -0.942213,  3.45273   1.54399  0.913961 -0.941406,-3.58716  3.81777 -3.48865 -1.09467
7, 5.69942  19.0305 -1.09047 -1.13779, 5.53852  18.9375 -1.05341 -1.10631, 5.57084  18.9362 -1.08838 -1.11115,   -2.256 -0.495286 -0.191615  -2.34129
8, 8.64056  11.5409 0.705534 0.888365, 8.83288  11.7552 0.670367 0.881943, 8.84036   11.767 0.661219 0.869684,  2.3123  1.95928 -6.28105 -2.10295
11, 17.7272  5.83463 0.767652 -1.02234, 18.1979  5.94745 0.765543 -1.00898, 18.1521   5.9575 0.786334 -1.01923,  2.39719   2.10587   2.43363 -0.304768
13, 6.47121     18.8 0.997106  1.19529,6.70625 18.5182 1.01079 1.20458, 6.63445  18.5731 0.993699  1.21794,  2.52266  -1.20709 -0.341713   1.89484
14,  2.75383   8.14774  0.812975 -0.866144,  2.70764   8.11221  0.855764 -0.832554,  2.66866   8.10494  0.842666 -0.846759,-3.09279 -0.52538   3.6521  -2.2381
15,  5.81106   18.1844 -0.624999 -0.719579,  5.46176   18.2749 -0.630687 -0.749065,  5.49719   18.2544 -0.635759 -0.731308,-5.40123  0.38468  1.72161     1.63
17,  6.2969  17.9883 -1.14015 -1.15199, 5.92883  18.5128 -1.11572 -1.17476, 5.99401  18.4238 -1.11773 -1.17868,-4.81025  2.42148 -1.96701   2.3164
19, 7.43057   13.659  1.18179 -0.64807,    7.354   13.8248   1.15452 -0.700566, 7.41224  13.7846  1.16022 -0.69797,-0.246736  0.919554  -1.82498    7.6997
20,  4.40374   8.15976 -0.788974 -0.780877,  4.21315   8.42144 -0.832782 -0.814944,  4.22042   8.34985 -0.811632 -0.823456,-4.16279  2.32963  2.87188  5.45273
21,  3.18736   4.29573 -0.659473 -0.991615,  2.86674    4.2073 -0.590503  -1.01788,  2.87291   4.20398 -0.607199  -1.01986,-9.86545 -2.13592 -7.92663  2.84841
5,  13.7357   6.25897 -0.795208  -1.16552,  13.9233   6.06779 -0.773821  -1.15171,  13.8519   6.08446 -0.792106  -1.13778,0.846546  -2.7882 -0.39014 -2.38017
6,  3.61276   1.45548  0.946999 -0.951825, 3.28128   1.7552 0.837551 -0.93961,  3.31711   1.71199  0.866715 -0.940269,-8.18339  17.6238 -8.47774  -1.2141
7, 5.66307  18.9926 -1.09047 -1.13779,  5.6429  19.4633 -1.10889 -1.15978, 5.62359  19.3629 -1.10106 -1.14119,-0.697126   1.94964  0.971607   0.29901
8, 8.66408  11.5705 0.705534 0.888365, 8.84883  11.6283 0.781281 0.769214, 8.85144   11.658  0.73542 0.807571, 2.16254 0.756429  4.23592 -9.09467
11, 17.7528  5.80055 0.767652 -1.02234, 17.9334  5.31233 0.661483 -1.01111, 17.9768  5.42121 0.709145 -1.01428,  1.26201  -6.53975  -7.62164 -0.788862
13, 6.50444  18.8399 0.997106  1.19529,6.29754 19.2269 1.04618 1.07766,6.36353 19.1174 1.02609 1.13131,-2.16638  1.47337    2.907 -5.35263
14,  2.78093   8.11887  0.812975 -0.866144,  2.93616    7.8077  0.903614 -0.869914,  2.89362   7.85558  0.880361 -0.861099,  4.05227  -3.24296   8.28878 -0.582411
15,  5.79022   18.1605 -0.624999 -0.719579,  5.64554   18.0684 -0.659827 -0.781774,   5.6153   18.0971 -0.650615 -0.762516, -3.02098 -0.348744   4.09861   5.96695
17,  6.2589  17.9499 -1.14015 -1.15199, 6.23717  17.5815 -1.05929 -1.14871, 6.18732  17.7246 -1.08158 -1.16024,-1.14362 -1.25492 -5.13727 0.716097
19, 7.46997  13.6374  1.18179 -0.64807,  7.43369   14.1501   1.18845 -0.618484,   7.4368    14.081   1.17766 -0.648801,-0.443933   3.25269 -0.348896  0.112795
20,  4.37744   8.13373 -0.788974 -0.780877,  4.64628   8.03367 -0.662351 -0.843817,  4.56586   8.08506 -0.719321 -0.836072,  4.30425 -0.598393  -8.82823   7.06837
21,  3.16538   4.26268 -0.659473 -0.991615,  3.20301   4.11868 -0.648415  -1.03755,  3.14054   4.12779 -0.632633   -1.0308,-0.784706  -3.16443  -4.06995   3.95149
5,  13.7092   6.22012 -0.795208  -1.16552,  13.9319   5.97969 -0.806651   -1.1446,  13.9129   5.99159 -0.801083    -1.142, 1.48629 -3.67411 0.738822   -2.018
6,  3.64433   1.42375  0.946999 -0.951825,  3.47547   1.55268  0.951273 -0.953945,  3.45255   1.57545  0.918989 -0.948735, -5.26225   10.6549  -2.95774 -0.324617
7, 5.62672  18.9546 -1.09047 -1.13779, 5.53944  18.7118 -1.04554  -1.1196, 5.54798   18.821 -1.06675 -1.12791, -1.39947 -0.704872  -2.17545 -0.868521
8,  8.6876  11.6001 0.705534 0.888365, 8.84152  11.4947 0.686774 0.913526, 8.84757  11.5288 0.705352 0.873034,   1.84139  -0.614646 -0.0258683   -1.72582
11, 17.7784  5.76647 0.767652 -1.02234,  18.001  5.55251 0.790451 -1.02636,  18.001  5.52308 0.759395 -1.02173,   1.25233   -4.22077   -1.07571 -0.0600978
13, 6.53768  18.8797 0.997106  1.19529, 6.77703  18.8578 0.902326  1.11522, 6.70927  18.9107 0.949643  1.12133, 2.62459 0.164218 -4.76015 -6.18747
14,  2.80803      8.09  0.812975 -0.866144, 2.85845   8.1592 0.808255 -0.81417,  2.86982   8.10009   0.83579 -0.832058, 2.20059 0.124661  2.80634 -3.93531
15,  5.76939   18.1365 -0.624999 -0.719579,  5.35022   18.2609 -0.612286 -0.718632,  5.39363   18.2273 -0.626954 -0.735373,-6.51295 0.500855 0.312787  2.19487
17, 6.22089  17.9115 -1.14015 -1.15199,  6.3184  17.6357 -1.11372 -1.09935, 6.28858  17.6447 -1.10143 -1.12262, 1.08803 -1.48924 -3.39652 -2.55026
19, 7.50936  13.6158  1.18179 -0.64807,  7.57186   13.8005   1.16273 -0.614372,  7.55477   13.8467   1.16845 -0.627552, 0.60474  1.69568 -1.12878 -3.16615
20,  4.35114    8.1077 -0.788974 -0.780877,  4.29517   8.23332 -0.815123  -0.85126,  4.33895   8.20193 -0.778557 -0.845439,-0.280164   1.16213  -1.32025   8.26795
21,   3.1434   4.22962 -0.659473 -0.991615,  2.98979   4.36423 -0.703395  -1.04739, 3.01276  4.31597 -0.67638 -1.04102,-4.15582  2.04134   2.5638  4.98259
5,  13.6826   6.18127 -0.795208  -1.16552, 13.8783  6.26976 -0.80025 -1.23705,  13.8797   6.21327 -0.800569  -1.20071, 1.44049 0.517794 0.674136  3.01895
6,  3.67589   1.39203  0.946999 -0.951825,  4.03633   1.11455  0.961759 -0.913847,  3.93788   1.19107  0.945484 -0.927221,  7.12724  -14.4364 -0.159951   -2.5849
7, 5.59038  18.9167 -1.09047 -1.13779, 5.46824   18.931 -1.06136 -1.09924, 5.47612  18.9048 -1.06342 -1.11017,  -2.04378 -0.0629877   -2.48017   -2.42752
8, 8.71111  11.6297 0.705534 0.888365, 8.62327  11.6078 0.751186 0.996891, 8.66748  11.5991 0.733651 0.949587,-0.500872 -0.263288    3.9852    6.8915
11, 17.8039  5.73239 0.767652 -1.02234, 17.7257  5.83272  0.71558 -1.00032, 17.7792  5.77154 0.732282 -1.00846,-0.138991  0.682948  -4.60755  -1.35776
14,  2.83513   8.06113  0.812975 -0.866144,  2.76861   8.09116  0.798678 -0.806337, 2.79154  8.08785 0.812839 -0.81616,   -1.5375    0.33148 -0.0166722   -5.77089
15,  5.74856   18.1125 -0.624999 -0.719579,    6.296   17.9704 -0.602153 -0.752766,   6.1316   18.0118 -0.611523 -0.746148,  6.66322 -0.556141  -2.15608   3.69232
17, 6.18289  17.8731 -1.14015 -1.15199, 6.19044  17.8331  -1.1401 -1.12968, 6.20132  17.7929 -1.12534 -1.12696, 0.298069 -0.448433   -1.2996  -2.17342
19, 7.54875  13.5942  1.18179 -0.64807,  7.87696   13.5866    1.2148 -0.657838,  7.82659   13.6292   1.19713 -0.646296,  3.68055  0.257364   1.29791 -0.273793
20,  4.32484   8.08167 -0.788974 -0.780877,  4.03822   8.07913 -0.819774 -0.797273,  4.08709   8.09606 -0.804061 -0.815682,-5.49737 0.177998  1.91227  4.45717
21,  3.12141   4.19657 -0.659473 -0.991615,   2.7636   3.79058 -0.708185  -0.96356,  2.80391   3.87811 -0.696062 -0.993203,-10.1719 -7.58863  5.54827 0.160117
5,  13.6561   6.14242 -0.795208  -1.16552,  13.2707   6.21596 -0.753681   -1.1948,  13.3745   6.20836 -0.771655  -1.19705,-2.06252  1.07359 -2.96184  2.70552
6,  3.70746    1.3603  0.946999 -0.951825,  3.44328   1.40618  0.864863 -0.925258, 3.53686  1.36236 0.895599 -0.92598,-4.60162 0.151617 -5.42764 -2.71528
7, 5.55403  18.8788 -1.09047 -1.13779, 5.14997  18.9084 -1.09701 -1.08301, 5.20169  18.9012 -1.08421 -1.09338, -6.34377  0.118702 -0.573674  -3.90357
8, 8.73463  11.6593 0.705534 0.888365, 9.32227  11.7595 0.672725 0.866379,  9.2099  11.7364 0.696067 0.898176, 5.44121 0.661182 -1.34183  1.10436
11, 17.8295  5.69832 0.767652 -1.02234,  17.8141   5.95139  0.800696 -0.932122,  17.8123    5.9135  0.774566 -0.961257,-0.0965788    3.77623    0.90057   -5.97495
14,  2.86223   8.03226  0.812975 -0.866144,  3.47614   7.96207  0.818058 -0.769651,  3.35904   7.97971  0.816138 -0.787427,  17.3576 -0.654229  0.389084  -9.08821
15,  5.72772   18.0885 -0.624999 -0.719579,  5.77445   18.0646 -0.582412  -0.65201,  5.83448   18.0509 -0.593569 -0.687959,  1.8638 -0.20777 -5.02872 -4.39424
17, 6.14488  17.8347 -1.14015 -1.15199, 6.47824  17.8885 -1.07718 -1.15947, 6.42232  17.8647 -1.09554 -1.14704,  4.51488  0.168676  -3.91296 -0.430356
19, 7.58814  13.5726  1.18179 -0.64807,  7.65588   13.5918   1.20871 -0.693246,  7.69341   13.5945   1.20426 -0.675314, 1.38728 0.161693  1.90163  4.20385
20,  4.29854   8.05564 -0.788974 -0.780877,  4.33465   7.78392 -0.818857 -0.849987,  4.28576   7.83461 -0.813175 -0.836915,-0.297459  -2.74381   3.06742    7.1764
21,  3.09943   4.16352 -0.659473 -0.991615,  3.03712   4.40597 -0.615525 -0.971027,  2.99159    4.3061 -0.646259 -0.979435,-3.47951  3.42446 -2.00374 -1.22832
5,  13.6296   6.10357 -0.795208  -1.16552,  13.4579   6.10131 -0.795291  -1.23311,  13.4384   6.11321 -0.786251  -1.21934,  -1.403 0.158022 -1.12644  4.61799
6,  3.73903   1.32857  0.946999 -0.951825,    4.011   1.44633  0.972572 -0.978228,    3.932   1.42579   0.94322 -0.958258,  5.16096   7.31746 -0.398974  0.675879
7, 5.51768  18.8409 -1.09047 -1.13779, 5.63058  18.8742  -1.1607 -1.19517, 5.54763  18.8723 -1.13144 -1.15629,0.542821 0.167088  3.75668  1.62556
8, 8.75815  11.6889 0.705534 0.888365, 8.97387  11.8892 0.698236 0.904513, 9.02004  11.8674 0.697378 0.902106, 2.99027  1.52651 -1.15595  1.54677
11, 17.8551  5.66424 0.767652 -1.02234, 17.9024   5.5988 0.668186 -1.01356,  17.8908   5.64906  0.708827 -0.993616, 0.199579 -0.267932  -7.66307  -2.80986
14,  2.88933   8.00339  0.812975 -0.866144,  3.03359   7.97223  0.768358 -0.795561,  3.09632   7.96887  0.786569 -0.792452,   7.1642 -0.431266  -3.24801  -8.50804
15,  5.70689   18.0645 -0.624999 -0.719579,  5.80318   18.1123 -0.616912  -0.69918,  5.80519   18.0973 -0.607997 -0.694885, 1.72256 0.181375  -2.7203  -3.4318
17, 6.10688  17.7962 -1.14015 -1.15199, 6.08353  17.4923 -1.20128 -1.24785, 6.13719  17.5517 -1.16092 -1.20938,0.496422 -1.37435  1.82164  4.98128
19, 7.62754   13.551  1.18179 -0.64807,  7.94673   13.1267   1.21015 -0.575512,  7.90877   13.2062   1.20793 -0.613683, 3.68712  -2.5442  2.21182 -5.30614
20,  4.27224   8.02961 -0.788974 -0.780877,  4.28548   8.14062 -0.745106 -0.832755,  4.28082   8.08116 -0.771103 -0.834307,0.200624 0.641902 -2.26507   6.8424
21,  3.07745   4.13046 -0.659473 -0.991615,  3.23551   4.02904 -0.686285 -0.978782,  3.18816   4.07257 -0.670967 -0.979059, 3.59753 -1.40154  1.74286 -1.26625
5,  13.6031   6.06472 -0.795208  -1.16552,  13.3638   6.11659 -0.802591  -1.14703,  13.3724   6.10887 -0.796355  -1.17464,-1.69626 0.728019 0.144198  0.78284
6,  3.77059   1.29684  0.946999 -0.951825,  3.65259   1.19104  0.933302 -0.945206,  3.70794   1.22719  0.937056 -0.950214, -1.66171  -5.37139  -1.04991 -0.169272
7, 5.48133  18.8029 -1.09047 -1.13779,   5.576  18.6839 -1.10227 -1.16133, 5.56428  18.7106  -1.1134 -1.15942,  1.51331 -0.491035   2.10276   1.90098
8, 8.78167  11.7185 0.705534 0.888365, 8.77225  11.7684 0.626387 0.875156, 8.82041  11.7913 0.653473 0.885436, 0.441115  0.620934  -7.37898 -0.329784
11, 17.8807  5.63016 0.767652 -1.02234,  17.8984   5.81264  0.769048 -0.964644,  17.9013   5.77765  0.746044 -0.975688,0.115236   2.6197 -2.81491 -4.56342
14,  2.91643   7.97451  0.812975 -0.866144,  3.34584   8.02352  0.824391 -0.867526,  3.30613   8.00896   0.80997 -0.838841, 13.3624 0.431888 -0.36967 -3.15219
15,  5.68606   18.0405 -0.624999 -0.719579,  5.40248   18.2465 -0.664276 -0.748057,  5.47051   18.2157 -0.642822 -0.727728,-3.79084 0.971102  2.85167  1.13245
17, 6.06887  17.7578 -1.14015 -1.15199, 5.73288  17.6052 -1.12235 -1.17946, 5.79807  17.5885 -1.13712 -1.19088, -4.46224   -0.9535 -0.265644   3.37508
19, 7.66693  13.5294  1.18179 -0.64807,  7.74711   13.2783   1.18889 -0.645751,  7.78304   13.2617   1.19614 -0.633492, 1.51444  -1.9781  1.21465 -2.24955
20,  4.24595   8.00358 -0.788974 -0.780877,  4.44553   8.36587 -0.826914 -0.704851,  4.41152   8.31042 -0.805575 -0.754264, 3.89968  3.83376  2.10414 -3.40803
21,  3.05547   4.09741 -0.659473 -0.991615,  2.92787   3.94149 -0.668889 -0.954467,  2.97025   3.95907 -0.669709 -0.963871,-2.78887 -3.37637  1.55222 -2.79785
5,  13.5766   6.02587 -0.795208  -1.16552,  13.2541   5.91048 -0.810659  -1.15664,  13.2704   5.93887 -0.805206  -1.16353,-2.25533 -1.44369  1.25723 -0.17047
6,  3.80216   1.26512  0.946999 -0.951825,  4.07566   1.57034   1.02795 -0.950327,  4.01588   1.50358  0.993269 -0.950242,  5.62092   18.8491   4.88597 -0.166304
7, 5.44498   18.765 -1.09047 -1.13779, 4.81791  18.9596 -1.11829 -1.06799, 4.94423  18.9085  -1.1165 -1.10288,-9.19653 0.764789  2.38728 -3.06835
8, 8.80519  11.7482 0.705534 0.888365, 8.70252  11.9394 0.685028  0.87462, 8.72745  11.9183 0.672959 0.878765,-0.882875   1.44807  -4.61706  -1.08071
11, 17.9063  5.59608 0.767652 -1.02234,  18.2232   5.46341  0.799353 -0.972842,  18.1704   5.51359  0.779024 -0.973961, 1.47497 -1.47405  1.48129 -4.73239
