obs_id,true_value,meas_value,corr_value,diff(%)
5,  13.9212   6.53093 -0.795208  -1.16552,  13.7968   6.58316 -0.799579  -1.14184,  13.6003   6.48902 -0.798345  -1.14049, -2.30543 -0.641682  0.394457  -2.14754
6,  3.39179   1.67757  0.946999 -0.951825,  3.55675   1.36853  0.925132 -0.909251,3.50662 1.34864 0.92432 -0.9083, 3.38531 -19.6077 -2.39483 -4.57284
8, 8.49946  11.3632 0.705534 0.888365,  8.2685  11.3328 0.741955 0.874845, 8.15129  11.1721 0.741475 0.874328,-4.09632 -1.68182  5.09409 -1.58011
11, 17.5736   6.0391 0.767652 -1.02234, 17.4812  5.62245  0.74075 -1.02853,  17.233  5.54202 0.740561 -1.02732,-1.93837 -8.23095 -3.52907 0.487359
13, 6.27178   18.561 0.997106  1.19529,5.97945 18.0918  1.0191 1.19928,5.89491 17.8351 1.01827 1.19865,-6.00899 -3.91067  2.12266 0.281416
14,  2.59124   8.32097  0.812975 -0.866144,  2.38349    8.5171  0.772947 -0.858163,  2.34996    8.3956   0.77225 -0.857037,-9.31108 0.896899 -5.00939 -1.05146
15,  5.93606   18.3284 -0.624999 -0.719579,  6.36004   18.4799 -0.547935  -0.72871,  6.26935   18.2168 -0.547187 -0.727399,  5.61473 -0.608907  -12.4499   1.08674
17, 6.52493  18.2187 -1.14015 -1.15199, 6.11697  18.0961 -1.08169 -1.18662, 6.02948  17.8382 -1.08041 -1.18486,-7.59315 -2.08803 -5.23974  2.85309
19, 7.19421  13.7886  1.18179 -0.64807,  7.24716   14.2025   1.18803 -0.585677,  7.14469   14.0003   1.18707 -0.584644,-0.688464   1.53532  0.447257    -9.787
20,  4.56153   8.31594 -0.788974 -0.780877,  4.51331   8.51361 -0.787065 -0.856582,  4.44877   8.39216 -0.786136 -0.855457, -2.47206  0.916605 -0.359657   9.55091
21,  3.31926   4.49406 -0.659473 -0.991615,  3.13023   4.72604 -0.669071 -0.930977,  3.08541    4.6584 -0.668304 -0.929898,-7.04513  3.65702  1.33912 -6.22386
5,  13.8947   6.49207 -0.795208  -1.16552,  14.0567   6.29343 -0.877156  -1.15532,  13.9527   6.32726 -0.850798   -1.1504,0.417251 -2.53872  6.99058 -1.29711
6,  3.42336   1.64585  0.946999 -0.951825,  3.33805   1.45753   1.02907 -0.940764,  3.38115   1.42754  0.994108 -0.929916,-1.23288 -13.2642  4.97462 -2.30176
8, 8.52297  11.3928 0.705534 0.888365, 8.63413  11.7939 0.632178 0.864721,  8.5354  11.6665 0.668697  0.86802,0.145787  2.40198 -5.22115 -2.29019
11, 17.5992  6.00502 0.767652 -1.02234, 18.0123  6.19069  0.78562 -1.06751, 17.8502  6.04381 0.770717   -1.054, 1.42607 0.645908 0.399151  3.09627
13, 6.30502  18.6008 0.997106  1.19529,6.10301  18.469 1.00109 1.16401,6.06553 18.3412 1.00685 1.17566,-3.79836 -1.39553 0.977149 -1.64223
14,  2.61834    8.2921  0.812975 -0.866144,  2.79061   8.60567  0.906296 -0.854088,  2.70176   8.55439  0.861665 -0.855033, 3.18601  3.16308  5.98909 -1.28279
15,  5.91522   18.3044 -0.624999 -0.719579,  5.87694   18.7079 -0.615349 -0.641171,   5.9572   18.5973 -0.592681 -0.669841,0.709626  1.60043 -5.17091 -6.91208
17, 6.48693  18.1803 -1.14015 -1.15199, 6.30222  18.1546 -1.10081 -1.19186, 6.23581  18.0781 -1.09396 -1.18947, -3.87117 -0.561957  -4.05141   3.25299
19, 7.23361   13.767  1.18179 -0.64807,  7.37923   14.0999   1.25166 -0.710606,  7.33748    14.074   1.23015 -0.668584,1.43595 2.22967 4.09261 3.16534
20,  4.53523   8.28991 -0.788974 -0.780877,  4.52039   8.57486 -0.763454 -0.709481,  4.49942   8.52982 -0.771001 -0.758124,-0.789784   2.89396  -2.27791  -2.91376
21,  3.29727     4.461 -0.659473 -0.991615,  3.08275   4.45389 -0.659259  -1.02023,  3.07856   4.49097 -0.662272 -0.990136, -6.63331  0.671783  0.424462 -0.149136
5,  13.8682   6.45322 -0.795208  -1.16552,  13.7881   6.34497 -0.788994   -1.1984, 13.8188  6.33228 -0.81219 -1.18039,-0.356185  -1.87423   2.13554   1.27587
6,  3.45493   1.61412  0.946999 -0.951825, 3.02051  1.39801 0.901359 -0.99259,  3.10877   1.39755  0.936087 -0.969086,-10.0191  -13.417 -1.15219  1.81349
8, 8.54649  11.4224 0.705534 0.888365,   8.417   11.138 0.680568 0.890382, 8.44863  11.2633 0.676097 0.881919,-1.14506 -1.39316 -4.17231 -0.72565
11, 17.6248  5.97094 0.767652 -1.02234,  17.3531   6.31562  0.774256 -0.992769, 17.4706   6.2468 0.772856 -1.01569,-0.875257   4.61996  0.677914 -0.650849
13, 6.33826  18.6407 0.997106  1.19529,6.54248 18.7415 1.01147 1.23187, 6.4429 18.6605  1.0098 1.21084, 1.65089 0.106681  1.27286   1.3012
14,  2.64544   8.26323  0.812975 -0.866144,  2.76134   8.52926  0.806031 -0.870943,  2.75429   8.52847  0.826899 -0.864976,  4.11486   3.20989   1.71274 -0.134804
15,  5.89439   18.2804 -0.624999 -0.719579,  6.04975    18.462 -0.689065   -0.7679,  6.02433   18.4872 -0.652904 -0.731142,2.20439  1.1313 4.46483 1.60685
17, 6.44892  18.1419 -1.14015 -1.15199, 5.82935  17.8132 -1.07054 -1.09953, 5.91251   17.864 -1.07937 -1.13329,-8.31785 -1.53172 -5.33076 -1.62378
19,   7.273  13.7454  1.18179 -0.64807, 7.49621  13.8825   1.2234 -0.65823,  7.46975   13.9205   1.22595 -0.662136,2.70525 1.27398 3.73712 2.17039
20,  4.50894   8.26388 -0.788974 -0.780877,   4.4417   8.15761 -0.849169 -0.769696,  4.44873   8.23551 -0.819859 -0.765404, -1.33523 -0.343254   3.91467  -1.98138
21,  3.27529   4.42795 -0.659473 -0.991615,  3.12866   4.13448 -0.626914   -1.0184,  3.11252   4.20708 -0.640164  -1.00784,-4.96966 -4.98796 -2.92792  1.63646
5,  13.8417   6.41437 -0.795208  -1.16552,   13.792   6.19341 -0.757912  -1.07666,  13.792  6.21601 -0.77859 -1.11619,-0.358728  -3.09241  -2.08981  -4.23226
6,  3.48649   1.58239  0.946999 -0.951825,  3.32742   1.50372  0.904921 -0.908616,  3.28516   1.47266  0.916819 -0.931635,-5.77455 -6.93436 -3.18691 -2.12122
8, 8.57001   11.452 0.705534 0.888365, 8.42343  11.5261 0.703971 0.912597, 8.43423  11.4736 0.693346 0.900941,-1.58431 0.188727 -1.72752  1.41557
11, 17.6504  5.93686 0.767652 -1.02234, 17.7262  6.01306 0.746863 -1.04996, 17.6744  6.05799 0.756795 -1.03693,0.136094  2.04029 -1.41431  1.42709
13, 6.37149  18.6805 0.997106  1.19529,6.23516 19.2795 1.01095  1.2165, 6.2895 19.1493 1.01048 1.21442,-1.28686  2.50942  1.34102  1.60039
14,  2.67253   8.23436  0.812975 -0.866144,  2.40732   7.85661  0.836972 -0.844723,  2.49166   8.00141  0.833086 -0.852523,-6.76807   -2.829  2.47373 -1.57263
15,  5.87356   18.2564 -0.624999 -0.719579,  5.94621   18.0768   -0.7585 -0.751115,  5.95869   18.1637  -0.71828 -0.743557,  1.44936 -0.507814    14.925   3.33219
17, 6.41092  18.1035 -1.14015 -1.15199, 6.12611  18.0084 -1.23433 -1.10844, 6.06962  17.9674 -1.17526 -1.11788,  -5.3237 -0.751489   3.07942  -2.96113
19, 7.31239  13.7238  1.18179 -0.64807,  7.56542   13.7443   1.17704 -0.633455,  7.55298   13.7791   1.19568 -0.644401,  3.29018  0.402698   1.17575 -0.566183
20,  4.48264   8.23785 -0.788974 -0.780877,  4.61786   8.19581 -0.771723  -0.77617,  4.57373   8.19898 -0.790035 -0.772071, 2.03202 -0.47181 0.134572 -1.12767
21,  3.25331   4.39489 -0.659473 -0.991615,  3.27765   4.47506 -0.660285 -0.930158,  3.23564   4.40733 -0.652596 -0.959713,-0.543276  0.282887  -1.04283  -3.21718
5,  13.8152   6.37552 -0.795208  -1.16552,  13.6019   6.51059 -0.797454  -1.13564,  13.6388   6.43585 -0.790273  -1.12817, -1.27681  0.946296 -0.620648  -3.20438
6,  3.51806   1.55066  0.946999 -0.951825,  3.38929   1.82593  0.928987 -0.949555,  3.37275   1.73936  0.924351 -0.942663,-4.13048  12.1689 -2.39157 -0.96261
7, 5.77212  19.1063 -1.09047 -1.13779, 5.80493  18.7782 -1.15971 -1.06942, 5.72185  18.5107 -1.15836 -1.06775,-0.870871  -3.11758   6.22617  -6.15561
8, 8.59353  11.4816 0.705534 0.888365, 8.92819  11.3882 0.730695 0.913901, 8.82226  11.4143 0.716496 0.908938,  2.66166 -0.586907   1.55364   2.31575
11,  17.676  5.90278 0.767652 -1.02234, 18.0059  5.92809 0.789708 -1.11829,  17.937  5.94939 0.777181 -1.08724, 1.47678 0.789625  1.24124  6.34778
13, 6.40473  18.7203 0.997106  1.19529, 6.51699   18.671 0.979462    1.178, 6.47329  18.7877 0.991329  1.19184,  1.07047  0.359975 -0.579389 -0.288487
14,  2.69963   8.20549  0.812975 -0.866144,  2.85266   7.97671  0.781263 -0.884208,  2.77753   7.97581  0.801093 -0.872109, 2.88542 -2.79905 -1.46151 0.688753
15,  5.85272   18.2324 -0.624999 -0.719579,  5.59338   18.2156 -0.680821 -0.749791,  5.67031   18.1983 -0.695168 -0.747401, -3.11671 -0.187038   11.2271    3.8664
17, 6.37291  18.0651 -1.14015 -1.15199, 6.11667  17.8041 -1.10463 -1.13688,  6.0974  17.8325 -1.13159 -1.12965, -4.32324  -1.28743 -0.751409  -1.94003
19, 7.35179  13.7022  1.18179 -0.64807, 7.61418  13.5741  1.04707 -0.69712,  7.60909   13.6153   1.10382 -0.677015,  3.49987 -0.633987   -6.5975   4.46625
20,  4.45634   8.21182 -0.788974 -0.780877,   4.7922   8.21468 -0.815418 -0.827388,  4.73703   8.20524 -0.805695 -0.806261,   6.29876 -0.0801211    2.11933    3.25082
21,  3.23133   4.36184 -0.659473 -0.991615,  3.08101    4.5044 -0.614727  -1.00436,    3.111   4.47525 -0.629203 -0.987296, -3.72376   2.60015  -4.58999 -0.435601
5,  13.7887   6.33667 -0.795208  -1.16552,  13.3238   6.54436 -0.819027  -1.14213,  13.3888   6.51143 -0.808081  -1.13678,-2.90031  2.75796  1.61886 -2.46589
6,  3.54963   1.51894  0.946999 -0.951825,  3.52404   1.42221  0.885206 -0.945439,  3.49684   1.48653  0.900172 -0.944415, -1.48713  -2.13321  -4.94469 -0.778453
7, 5.73577  19.0684 -1.09047 -1.13779, 5.68524   18.951 -1.07711 -1.11927, 5.68501  18.8486 -1.10421 -1.10201,-0.885011  -1.15285   1.25973  -3.14458
8, 8.61704  11.5113 0.705534 0.888365,  8.5288  11.7789 0.664661  0.86947, 8.60015  11.7035 0.684418 0.884588,-0.196068   1.67033  -2.99295 -0.425226
11, 17.7016  5.86871 0.767652 -1.02234, 18.0885  6.10662 0.743742 -1.01343,18.0602  6.0632 0.75653 -1.0416, 2.02559  3.31415 -1.44892  1.88333
13, 6.43797  18.7602 0.997106  1.19529, 6.14902  19.0973 0.953435  1.17186, 6.22939  19.0365 0.967862  1.17952,-3.23979  1.47277 -2.93288 -1.31892
14,  2.72673   8.17661  0.812975 -0.866144,  2.57016   8.46212  0.873719 -0.885649,    2.623   8.34605  0.845949 -0.880411,-3.80435  2.07224  4.05603   1.6472
15,  5.83189   18.2084 -0.624999 -0.719579,   5.6146   18.3501 -0.551237 -0.680704,  5.62221   18.3105 -0.606215 -0.706156,-3.59545 0.560344 -3.00543 -1.86544
17, 6.33491  18.0267 -1.14015 -1.15199, 6.17379  18.2217 -1.22633 -1.15229, 6.14791  18.1256 -1.19013 -1.14358,  -2.9518  0.548631   4.38332 -0.730036
19, 7.39118  13.6806  1.18179 -0.64807,  7.61152   13.7523   1.17656 -0.639052,   7.6194   13.7164   1.14877 -0.653531, 3.08768 0.261859 -2.79375 0.842652
20,  4.43004   8.18579 -0.788974 -0.780877,  4.11621   8.09976 -0.752923 -0.784928,  4.25004    8.1175 -0.773156 -0.793086, -4.06306 -0.834259  -2.00485   1.56358
21,  3.20934   4.32879 -0.659473 -0.991615,  2.70612   4.07862 -0.670464 -0.977104,  2.79248   4.16053 -0.654754 -0.981044, -12.9892  -3.88689 -0.715538  -1.06605
5,  13.7622   6.29782 -0.795208  -1.16552,  13.6081   6.11692 -0.807954   -1.2134,  13.5527   6.19706 -0.807971  -1.18418,-1.52239 -1.59989  1.60499  1.60098
6,  3.58119   1.48721  0.946999 -0.951825,  3.18726   1.42901  0.894058 -0.949808,   3.2637   1.43486  0.896349 -0.947752, -8.86548  -3.51974  -5.34839 -0.427955
7, 5.69942  19.0305 -1.09047 -1.13779, 5.63288   19.014 -1.11406 -1.07917,  5.6363  18.9687 -1.11036 -1.08771, -1.10751 -0.324842   1.82437  -4.40206
8, 8.64056  11.5409 0.705534 0.888365, 8.67815  11.7756 0.739664 0.911646, 8.66583  11.7661 0.718569 0.901316,0.292419  1.95118  1.84753  1.45781
11, 17.7272  5.83463 0.767652 -1.02234, 18.3532   5.6853  0.80206 -1.08216,  18.293  5.76249 0.784703 -1.06671, 3.19168 -1.23645  2.22118  4.33997
13, 6.47121     18.8 0.997106  1.19529,6.58893  18.792 1.02082 1.21342,6.51535  18.856 1.00064 1.20043,0.682148 0.297688 0.353991 0.430576
14,  2.75383   8.14774  0.812975 -0.866144,  2.64928   7.90537  0.838311 -0.804835,  2.64969   7.99813  0.841228 -0.833756,-3.78158 -1.83624  3.47531 -3.73934
15,  5.81106   18.1844 -0.624999 -0.719579,  5.41139    18.317 -0.606677 -0.681013,  5.45431   18.3103 -0.606525 -0.690613,-6.13919 0.692152 -2.95582 -4.02545
17,  6.2969  17.9883 -1.14015 -1.15199, 5.87389  18.3741 -1.12526    -1.17, 5.92678  18.3095 -1.15007 -1.15988,-5.87788  1.78612 0.869651 0.684132
19, 7.43057   13.659  1.18179 -0.64807, 7.56637  13.7431  1.19895 -0.66016,  7.58702   13.7322   1.17977 -0.657622,  2.10551  0.535801 -0.170514   1.47383
20,  4.40374   8.15976 -0.788974 -0.780877,  4.20415   8.26682 -0.867272  -0.78973,   4.2085   8.22725 -0.831326 -0.790989, -4.4336 0.827115  5.36802  1.29504
21,  3.18736   4.29573 -0.659473 -0.991615,  2.77492   4.06541 -0.712337  -1.06617,  2.77385    4.0793 -0.690342  -1.03366,-12.9735 -5.03838   4.6809  4.24036
5,  13.7357   6.25897 -0.795208  -1.16552,  13.9324   6.12177 -0.770735  -1.13052,  13.8409   6.12994 -0.784906  -1.15102,0.766069 -2.06149 -1.29558 -1.24399
6,  3.61276   1.45548  0.946999 -0.951825, 3.40843    1.446 0.832954 -1.01272, 3.38245  1.43626 0.857184  -0.9879,-6.37484 -1.32094 -9.48413  3.79014
7, 5.66307  18.9926 -1.09047 -1.13779, 5.68694  19.1296 -1.11006 -1.12093, 5.66721  19.0852 -1.11017 -1.10825,0.0729771  0.487518   1.80616  -2.59691
8, 8.66408  11.5705 0.705534 0.888365, 8.80155  11.6979 0.757312 0.822401, 8.77646  11.7198 0.742528 0.852531, 1.29708  1.29091  5.24339 -4.03372
11, 17.7528  5.80055 0.767652 -1.02234, 17.5614  5.53863 0.683259 -1.07084, 17.7318  5.58102 0.721909 -1.06929,-0.118151  -3.78465  -5.95885   4.59182
13, 6.50444  18.8399 0.997106  1.19529, 6.2903 19.3672 1.03123 1.17029,6.34854 19.2611 1.01951 1.18187,-2.39691  2.23569  2.24709 -1.12296
14,  2.78093   8.11887  0.812975 -0.866144,  3.03382   7.97776  0.906907 -0.874759,  2.95377   7.97601  0.881866 -0.859096,  6.21533  -1.75966   8.47392 -0.813675
15,  5.79022   18.1605 -0.624999 -0.719579,  5.55994   18.2342 -0.621857 -0.771532,  5.53157    18.246 -0.615984 -0.740631,-4.46701 0.470944 -1.44233  2.92553
17,  6.2589  17.9499 -1.14015 -1.15199, 6.54294  17.6728 -1.02159 -1.09209, 6.39583  17.8076 -1.07058 -1.11806,  2.18786 -0.792401  -6.10212  -2.94575
19, 7.46997  13.6374  1.18179 -0.64807, 7.68572  14.1199  1.25047 -0.61432,  7.67249   14.0278   1.22347 -0.630807, 2.71117  2.86266  3.52727 -2.66387
20,  4.37744   8.13373 -0.788974 -0.780877,  4.56381   7.91548 -0.740057  -0.73583,  4.47775   7.97984 -0.774869 -0.756936, 2.29157 -1.89198 -1.78771 -3.06587
21,  3.16538   4.26268 -0.659473 -0.991615,  3.04498   4.02297 -0.591982 -0.951352,  2.97895   4.02806 -0.629514 -0.982795, -5.88975  -5.50411  -4.54281 -0.889458
5,  13.7092   6.22012 -0.795208  -1.16552,  13.9617   6.30702 -0.822926  -1.22604,  13.9285   6.25836 -0.808385  -1.19736, 1.60034 0.614855    1.657  2.73151
6,  3.64433   1.42375  0.946999 -0.951825,  3.37087    1.5399  0.967752 -0.936665,  3.38012   1.50925  0.925513 -0.956218,-7.24976  6.00476 -2.26879  0.46152
7, 5.62672  18.9546 -1.09047 -1.13779, 5.68515  18.5812 -1.09316 -1.10788, 5.67281  18.6864 -1.09964 -1.10808,0.819112 -1.41531 0.841397 -2.61119
8,  8.6876  11.6001 0.705534 0.888365, 8.80569  11.4655 0.679556 0.872469, 8.80456  11.5292  0.70361 0.864817,  1.34632 -0.611432  -0.27274  -2.65078
11, 17.7784  5.76647 0.767652 -1.02234, 17.8483  5.62244 0.828455 -1.05799,17.8277 5.60511 0.78777 -1.0623,0.277471  -2.7983  2.62063  3.90821
13, 6.53768  18.8797 0.997106  1.19529, 6.87896  18.9185 0.947176  1.17302,6.76705 19.0045 0.97487 1.17635, 3.50844 0.660915 -2.23008 -1.58426
14,  2.80803      8.09  0.812975 -0.866144,  3.02415    8.1176  0.807798 -0.828396, 3.01478  8.07933 0.836095  -0.8401,  7.36269 -0.131864   2.84387  -3.00682
15,  5.76939   18.1365 -0.624999 -0.719579,  5.56863   18.0702 -0.551667  -0.75952,  5.55579   18.1042 -0.576227 -0.752324, -3.70228 -0.178099  -7.80352   4.55058
17, 6.22089  17.9115 -1.14015 -1.15199, 6.25302  17.7607 -1.16412  -1.0368, 6.27696   17.763 -1.12841 -1.06784, 0.901223 -0.828783   -1.0304  -7.30491
19, 7.50936  13.6158  1.18179 -0.64807,   7.3688   13.8588    1.2372 -0.630288,  7.44639   13.8921   1.23191 -0.630506,-0.838588   2.02974   4.24148  -2.71035
20,  4.35114    8.1077 -0.788974 -0.780877,  4.41871   7.89527 -0.769148 -0.797045,   4.4262   7.90856 -0.771338 -0.781732, 1.72502 -2.45627 -2.23529  0.10958
21,   3.1434   4.22962 -0.659473 -0.991615, 3.24952  4.39322 -0.71275 -0.94842,  3.18372   4.30369 -0.680919 -0.961499, 1.28265  1.75118  3.25205 -3.03709
5,  13.6826   6.18127 -0.795208  -1.16552,  14.0079   6.26747 -0.850948  -1.15922,  13.9839   6.25651 -0.834676  -1.17378, 2.20156  1.21726  4.96325 0.708779
6,  3.67589   1.39203  0.946999 -0.951825,  3.7062  1.21858 0.927507 -0.92495,  3.63974   1.27691  0.926784 -0.936927,-0.983583  -8.27005  -2.13463  -1.56521
7, 5.59038  18.9167 -1.09047 -1.13779, 5.38626  19.0432 -1.05053  -1.0761, 5.44262  18.9546 -1.06932 -1.08826,-2.64306 0.200135 -1.93949 -4.35308
8, 8.71111  11.6297 0.705534 0.888365, 8.79193  11.8418 0.701287 0.967095, 8.80005  11.7781  0.70217 0.928065,  1.02098    1.2763 -0.476882   4.46882
11, 17.8039  5.73239 0.767652 -1.02234, 17.7791  5.50267 0.757859   -1.035, 17.7959  5.51782 0.769274 -1.04544,-0.0453698   -3.74322   0.211296    2.25908
14,  2.83513   8.06113  0.812975 -0.866144, 2.63964  8.25878 0.821434 -0.83962,  2.73035   8.21208  0.826982 -0.839777,-3.69583  1.87254  1.72291 -3.04417
15,  5.74856   18.1125 -0.624999 -0.719579,  6.02059   17.9189 -0.568324 -0.719704,  5.91164   17.9551  -0.57128 -0.732185,  2.83688 -0.869204  -8.59505   1.75179
17, 6.18289  17.8731 -1.14015 -1.15199, 6.05914  17.9701 -1.14748 -1.15595, 6.09968  17.9153 -1.14022 -1.12227,  -1.34583   0.236302 0.00556235   -2.58061
19, 7.54875  13.5942  1.18179 -0.64807,  7.82438   13.4308   1.16794 -0.648391,  7.74839   13.5299   1.19242 -0.641616,  2.64472 -0.472804  0.899477 -0.995887
20,  4.32484   8.08167 -0.788974 -0.780877,  4.07434   7.72876 -0.831376 -0.812238,  4.14766   7.76331 -0.808485 -0.800606,-4.09694 -3.93927  2.47304  2.52653
21,  3.12141   4.19657 -0.659473 -0.991615,   2.7115   3.90165 -0.638609 -0.971417,  2.81279   3.98493 -0.654828 -0.967676,  -9.8873  -5.04313 -0.704304  -2.41413
5,  13.6561   6.14242 -0.795208  -1.16552,  13.3418   6.34749 -0.759633  -1.27348,  13.4803     6.318 -0.788376  -1.23538, -1.28786   2.85855 -0.859109   5.99383
6,  3.70746    1.3603  0.946999 -0.951825,  3.57711    1.6612  0.876821 -0.989356,  3.59807   1.56754  0.895893 -0.969276,-2.95056  15.2353  -5.3966  1.83345
7, 5.55403  18.8788 -1.09047 -1.13779, 5.32675  19.2031 -1.11048 -1.14507, 5.34473  19.1389 -1.09477 -1.12333,-3.76835  1.37756 0.394085  -1.2707
8, 8.73463  11.6593 0.705534 0.888365,  9.2767  11.6537 0.629579 0.856196, 9.17451  11.6885 0.657365 0.883627,  5.03607  0.250325  -6.82733 -0.533356
11, 17.8295  5.69832 0.767652 -1.02234,   18.032   5.96347   0.78793 -0.980705, 17.9847  5.85541 0.780831 -1.00537,0.870075  2.75694  1.71677 -1.66024
14,  2.86223   8.03226  0.812975 -0.866144,  3.52663   7.95123   0.90208 -0.837203,   3.3537   8.00366  0.873494 -0.838216,  17.1711 -0.356014   7.44418  -3.22434
15,  5.72772   18.0885 -0.624999 -0.719579,  5.79076   18.0547 -0.590889 -0.634848,  5.81365   18.0269 -0.583412 -0.672011,  1.50019 -0.340378  -6.65389   -6.6105
17, 6.14488  17.8347 -1.14015 -1.15199, 6.30801    18.04 -1.08303  -1.0863, 6.25266  18.0036 -1.10484 -1.10002, 1.75393 0.947105 -3.09728 -4.51188
19, 7.58814  13.5726  1.18179 -0.64807,  7.75748   13.5247   1.20402 -0.694362,  7.76441    13.521   1.19958 -0.674213,  2.32288 -0.380217   1.50571   4.03385
20,  4.29854   8.05564 -0.788974 -0.780877,  4.21606     7.772 -0.798299 -0.792941,  4.19461   7.76405 -0.802177 -0.795864,-2.41777 -3.61973  1.67356  1.91935
21,  3.09943   4.16352 -0.659473 -0.991615,  3.00609   4.43104 -0.646377  -1.11676,  2.95768   4.32305 -0.649578  -1.05975,-4.57365  3.83163 -1.50048   6.8713
5,  13.6296   6.10357 -0.795208  -1.16552,  13.6086   6.27049 -0.805891  -1.25434,  13.5738   6.27188 -0.799181   -1.2471,-0.40979  2.75762 0.499611  6.99929
6,  3.73903   1.32857  0.946999 -0.951825,  4.04523   1.55699   0.98146 -0.965569,  3.95145    1.5521   0.94883 -0.966982, 5.68113  16.8248 0.193372  1.59247
7, 5.51768  18.8409 -1.09047 -1.13779, 5.39967  19.0196 -1.11397 -1.14095, 5.37905   19.038 -1.10662 -1.13423, -2.51241   1.04641   1.48112 -0.313039
8, 8.75815  11.6889 0.705534 0.888365, 8.92075  11.8615 0.696477 0.917412, 8.98289  11.8292 0.681502 0.904526, 2.56609  1.20024 -3.40629  1.81911
11, 17.8551  5.66424 0.767652 -1.02234, 17.8761  5.44707 0.751936 -1.07042, 17.9064  5.53134 0.762956 -1.04562, 0.286939  -2.34633 -0.611853   2.27708
14,  2.88933   8.00339  0.812975 -0.866144,  3.05806   7.91967   0.74379 -0.850663,  3.13093   7.93226  0.793291 -0.845916,  8.36184 -0.888645  -2.42122  -2.33539
15,  5.70689   18.0645 -0.624999 -0.719579,  5.69347   18.1917 -0.632209  -0.64353,  5.71606   18.1496 -0.613583 -0.654385,0.160625 0.470879 -1.82649 -9.06007
17, 6.10688  17.7962 -1.14015 -1.15199, 5.95179  17.4016 -1.16955 -1.18759, 6.01111  17.5287 -1.14487 -1.15422,-1.56814 -1.50339 0.413622 0.192826
19, 7.62754   13.551  1.18179 -0.64807,  7.79119   13.2285   1.15864 -0.582727,  7.79409   13.2895   1.17428 -0.617706,  2.18353  -1.92973 -0.635595  -4.68531
20,  4.27224   8.02961 -0.788974 -0.780877,  4.53404   7.87324 -0.712047 -0.820227,  4.45177   7.84263 -0.746427 -0.810904, 4.20221 -2.32865 -5.39268  3.84533
21,  3.07745   4.13046 -0.659473 -0.991615,  3.24076   4.30372 -0.657526 -0.988692, 3.17214  4.30025 -0.65445 -1.01583,  3.07681   4.11072 -0.761579   2.44224
5,  13.6031   6.06472 -0.795208  -1.16552,  13.6825   5.96686 -0.773848  -1.20663,  13.6521   6.02625 -0.783507  -1.22212, 0.359992 -0.634251  -1.47146   4.85614
6,  3.77059   1.29684  0.946999 -0.951825,  3.50049   1.22779  0.919922 -0.967594,  3.60908   1.29355  0.930901 -0.967398, -4.28343 -0.254157   -1.6998   1.63613
7, 5.48133  18.8029 -1.09047 -1.13779, 5.56358  18.7617 -1.13156 -1.11132, 5.51368  18.8155 -1.12201  -1.1201, 0.590282 0.0666555   2.89197  -1.55486
8, 8.78167  11.7185 0.705534 0.888365, 8.67511  11.6289 0.749186  0.88209,8.74965 11.6807 0.72329 0.89063,-0.364619  -0.32276   2.51665  0.254886
11, 17.8807  5.63016 0.767652 -1.02234, 17.6774  5.61361 0.757655 -1.03646, 17.7347  5.58726 0.759647 -1.03994,-0.816639 -0.762012  -1.04291   1.72178
14,  2.91643   7.97451  0.812975 -0.866144,  3.33441   7.77232  0.766755 -0.900018,  3.2945  7.80188 0.776914 -0.87937, 12.9635 -2.16482 -4.43568  1.52697
15,  5.68606   18.0405 -0.624999 -0.719579,  5.67137   18.4146 -0.720344   -0.7612,  5.67662   18.3498 -0.679568 -0.720363,-0.165986   1.71418   8.73106  0.108958
17, 6.06887  17.7578 -1.14015 -1.15199, 5.95137  17.5738 -1.19795 -1.14642, 5.95613   17.555 -1.17767 -1.14938, -1.85779  -1.14222   3.29093 -0.226519
19, 7.66693  13.5294  1.18179 -0.64807,  8.08282   13.3304   1.15308 -0.634092,  8.02659   13.3165   1.16121 -0.627825,   4.691  -1.5735 -1.74109 -3.12388
20,  4.24595   8.00358 -0.788974 -0.780877,  4.46109   8.18047  -0.87494 -0.795934,  4.45314   8.09835 -0.825848 -0.801605,4.87986 1.18408 4.67367 2.65448
21,  3.05547   4.09741 -0.659473 -0.991615,  2.96496   3.91938 -0.632536  -1.00599,  3.00673   3.99753 -0.640931  -1.00979,-1.59502 -2.43765 -2.81167  1.83309
5,  13.5766   6.02587 -0.795208  -1.16552,   13.808   5.77447 -0.811796  -1.05984,   13.767    5.8223 -0.800967  -1.12185, 1.40198  -3.3782 0.724198 -3.74662
6,  3.80216   1.26512  0.946999 -0.951825,  4.07175   1.43106  0.968611 -0.959352,  3.97464   1.39286  0.954263 -0.962403, 4.53639  10.0971 0.767069  1.11138
7, 5.44498   18.765 -1.09047 -1.13779,  5.1172  18.6768 -1.09623 -1.09739,  5.1981  18.6997 -1.10612 -1.10608, -4.53417 -0.348222   1.43538  -2.78732
8, 8.80519  11.7482 0.705534 0.888365, 8.80157  11.8748 0.739781 0.828842, 8.79534  11.8376 0.733485 0.852464,-0.111817  0.761647   3.96171  -4.04125
11, 17.9063  5.59608 0.767652 -1.02234, 18.0326  5.41454 0.706513 -1.03354, 17.9711  5.44563 0.726843 -1.03601,0.362098 -2.68847 -5.31607  1.33659
